length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc,mi_params,mrmr_params,mi_mrmr_params,pca_params
12,subsample_8.csv,lr,10,0.717899578,0.691015953,0.717866335,0.729781525,0.704650189,0.729749019,0.716749713,0.691697956,0.716718673,0.721001533,0.702452316,0.721001533,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
12,subsample_9.csv,lr,10,0.72019931,0.690939881,0.720163129,0.722115753,0.695761645,0.722082658,0.714449981,0.688675303,0.714418353,0.718446602,0.701678397,0.718446602,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
12,subsample_7.csv,lr,10,0.724798773,0.69524618,0.724761712,0.734380989,0.706976744,0.734345251,0.72288233,0.695835086,0.722848353,0.717935616,0.699346405,0.717935616,"{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
12,subsample_6.csv,lr,10,0.723265619,0.696383516,0.723231789,0.725948639,0.701461378,0.725917307,0.72019931,0.694560669,0.720167243,0.718702095,0.699426699,0.718702095,"{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
12,subsample_10.csv,lr,10,0.72288233,0.693254137,0.722845415,0.72863166,0.699490662,0.728594598,0.719816021,0.690647482,0.719779987,0.724578436,0.707700651,0.724578436,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
12,subsample_4.csv,lr,10,0.723648908,0.694102673,0.723611993,0.730164814,0.702451395,0.730129222,0.723265619,0.693808312,0.723228851,0.71665815,0.698395431,0.71665815,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
12,subsample_5.csv,lr,10,0.721732465,0.69470143,0.721698634,0.726715217,0.700545989,0.726681828,0.717133001,0.694029851,0.717104165,0.721257026,0.702643772,0.721257026,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
12,subsample_1.csv,lr,10,0.719816021,0.689332767,0.719778518,0.719432733,0.68956743,0.719395964,0.716366424,0.690376569,0.716334356,0.709759836,0.690294438,0.709759836,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
12,subsample_2.csv,lr,10,0.722115753,0.692666384,0.722079132,0.725948639,0.695095949,0.725909962,0.721732465,0.692633362,0.721696284,0.71742463,0.699129489,0.71742463,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}"
12,subsample_3.csv,lr,10,0.718282867,0.693366708,0.718251828,0.724798773,0.695504665,0.724762006,0.717899578,0.693333333,0.71786898,0.714358712,0.69569951,0.714358712,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
