length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc,mi_params,mrmr_params,mi_mrmr_params,pca_params
15,subsample_8.csv,lr,10,0.736886994,0.716060746,0.736855849,0.743283582,0.727355072,0.743258804,0.731769723,0.71265418,0.731741487,0.731381467,0.717319773,0.731381467,"{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_9.csv,lr,10,0.742004264,0.717685488,0.741967666,0.748827292,0.723863104,0.748788876,0.736460554,0.712022367,0.7364245,0.728823195,0.715223881,0.728823195,"{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_7.csv,lr,10,0.725799574,0.704367816,0.725768791,0.723240938,0.708314607,0.723219248,0.715991471,0.695054945,0.715962323,0.721432632,0.709371293,0.721432632,"{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_6.csv,lr,10,0.719402985,0.700636943,0.719376384,0.736460554,0.717032967,0.73643141,0.720682303,0.701866181,0.72065552,0.724843661,0.711733175,0.724843661,"{'C': 10, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_10.csv,lr,10,0.725373134,0.705397987,0.725344352,0.741151386,0.723210214,0.741123879,0.726652452,0.706904435,0.726623852,0.723706652,0.712085308,0.723706652,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_4.csv,lr,10,0.726226013,0.703052729,0.726192866,0.735607676,0.712962963,0.735574167,0.72793177,0.705719557,0.727899715,0.725127914,0.710911809,0.725127914,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_5.csv,lr,10,0.724093817,0.704160951,0.724065216,0.735607676,0.71533517,0.735577441,0.721108742,0.702185792,0.721081777,0.723706652,0.710541989,0.723706652,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_1.csv,lr,10,0.728358209,0.706586826,0.728326699,0.735607676,0.717411121,0.73558035,0.725799574,0.706258566,0.725771337,0.720579875,0.707004471,0.720579875,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
15,subsample_2.csv,lr,10,0.723240938,0.703788225,0.723213065,0.734328358,0.717460317,0.734303033,0.726226013,0.7063129,0.726197231,0.711199545,0.702227433,0.711199545,"{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_3.csv,lr,10,0.72196162,0.700367647,0.721931019,0.736886994,0.716582453,0.736856577,0.723667377,0.701107011,0.723635321,0.722569642,0.707784431,0.722569642,"{'C': 1, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
15,subsample_8.csv,rfc,10,0.756076759,0.745551601,0.756059257,0.752665245,0.738267148,0.752641923,0.750533049,0.741493593,0.750518274,0.741898806,0.747216036,0.741898806,"{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}"
15,subsample_9.csv,rfc,10,0.753944563,0.746150462,0.753931607,0.762899787,0.754850088,0.762885923,0.75565032,0.743624161,0.755630454,0.746446845,0.75180857,0.746446845,"{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}"
