samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_3.csv,ft_transformer,30,0.7428,0.7168,0.7997,0.7378,0.7084,0.7911,0.742,0.7166,0.7889
subsample_1.csv,ft_transformer,30,0.7344,0.7147,0.7867,0.7363,0.7119,0.7826,0.7363,0.7124,0.7887
subsample_2.csv,ft_transformer,30,0.7424,0.725,0.7893,0.739,0.7113,0.785,0.7417,0.7168,0.7861
subsample_6.csv,ft_transformer,30,0.7359,0.7111,0.7927,0.7363,0.7164,0.7896,0.7325,0.7052,0.7887
subsample_5.csv,ft_transformer,30,0.7374,0.7108,0.7858,0.7355,0.7086,0.781,0.7371,0.7179,0.7822
subsample_4.csv,ft_transformer,30,0.7394,0.719,0.793,0.742,0.7166,0.7921,0.7359,0.7064,0.791
subsample_9.csv,ft_transformer,30,0.7378,0.7357,0.7923,0.7436,0.7178,0.7878,0.7466,0.7331,0.7881
subsample_7.csv,ft_transformer,50,0.7428,0.7235,0.7945,0.7336,0.7039,0.7884,0.7459,0.7259,0.7942
subsample_10.csv,ft_transformer,50,0.7455,0.721,0.7982,0.7459,0.7225,0.7955,0.7405,0.7224,0.7965
subsample_8.csv,ft_transformer,50,0.7351,0.6984,0.7817,0.7386,0.7261,0.7899,0.7409,0.7324,0.7924
subsample_3.csv,ft_transformer,50,0.7436,0.7171,0.7937,0.7374,0.7064,0.7921,0.7363,0.7034,0.7735
subsample_1.csv,ft_transformer,50,0.7344,0.7251,0.7872,0.7371,0.713,0.7842,0.7332,0.7218,0.7896
subsample_2.csv,ft_transformer,50,0.7455,0.7307,0.7897,0.744,0.7174,0.7889,0.7424,0.7169,0.7816
subsample_6.csv,ft_transformer,50,0.7394,0.7236,0.7902,0.7466,0.7327,0.7768,0.7424,0.7282,0.7856
subsample_5.csv,ft_transformer,50,0.7382,0.7143,0.7789,0.7378,0.7121,0.7927,0.7367,0.7115,0.7906
subsample_4.csv,ft_transformer,50,0.7122,0.6566,0.7949,0.7129,0.6575,0.7932,0.7348,0.704,0.7873
subsample_9.csv,ft_transformer,50,0.7371,0.7063,0.7789,0.7417,0.7132,0.7809,0.742,0.7195,0.7896
subsample_7.csv,ft_transformer,75,0.7386,0.7093,0.7951,0.7401,0.718,0.7917,0.7463,0.7291,0.801
subsample_10.csv,ft_transformer,75,0.7463,0.7375,0.7965,0.7428,0.7276,0.797,0.742,0.7204,0.7932
subsample_8.csv,ft_transformer,75,0.7394,0.7356,0.7922,0.7417,0.7199,0.7895,0.739,0.7178,0.7893
subsample_3.csv,ft_transformer,75,0.742,0.7159,0.7904,0.7413,0.7153,0.7939,0.7244,0.6944,0.7808
subsample_1.csv,ft_transformer,75,0.7371,0.7096,0.7929,0.7302,0.7145,0.7858,0.7344,0.7236,0.7917
subsample_2.csv,ft_transformer,75,0.742,0.7173,0.792,0.7474,0.7311,0.7872,0.7371,0.7115,0.7884
subsample_6.csv,ft_transformer,75,0.7428,0.7306,0.7879,0.7405,0.7282,0.7923,0.7294,0.7031,0.7794
subsample_5.csv,ft_transformer,75,0.7298,0.7066,0.7838,0.7371,0.7122,0.781,0.7363,0.7107,0.7726
subsample_4.csv,ft_transformer,75,0.734,0.7142,0.7925,0.7374,0.7111,0.7913,0.7371,0.7172,0.7969
subsample_9.csv,ft_transformer,75,0.7463,0.7385,0.798,0.7386,0.709,0.7933,0.7459,0.7368,0.7917
subsample_7.csv,ft_transformer,90,0.7405,0.7192,0.7931,0.742,0.7166,0.7966,0.739,0.7128,0.7889
subsample_10.csv,ft_transformer,90,0.7382,0.7092,0.7989,0.742,0.7222,0.7966,0.7106,0.6513,0.7962
subsample_8.csv,ft_transformer,90,0.7455,0.7314,0.7981,0.7382,0.709,0.797,0.7405,0.7142,0.7958
subsample_3.csv,ft_transformer,90,0.7401,0.7312,0.7982,0.7428,0.7177,0.7939,0.7443,0.7249,0.7904
subsample_1.csv,ft_transformer,90,0.7344,0.729,0.7925,0.739,0.7277,0.7957,0.7325,0.7087,0.7912
subsample_2.csv,ft_transformer,90,0.7313,0.6959,0.7844,0.7417,0.7154,0.7911,0.7225,0.6849,0.7856
subsample_6.csv,ft_transformer,90,0.7386,0.7223,0.7917,0.7371,0.7312,0.7968,0.7336,0.7245,0.7891
subsample_5.csv,ft_transformer,90,0.7394,0.7176,0.7753,0.7409,0.7241,0.7772,0.7394,0.7291,0.7882
subsample_4.csv,ft_transformer,90,0.7413,0.7165,0.7964,0.7374,0.73,0.7909,0.7183,0.6703,0.7915
subsample_9.csv,ft_transformer,90,0.7463,0.7307,0.7896,0.7413,0.7266,0.7924,0.744,0.7399,0.7914
