samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_9.csv,ft_transformer,30,0.775,0.7797,0.8312,0.7759,0.7674,0.8134,0.7855,0.7772,0.8314
subsample_7.csv,ft_transformer,50,0.7754,0.7722,0.8113,0.7746,0.7726,0.8189,0.7724,0.7715,0.8067
subsample_10.csv,ft_transformer,50,0.7671,0.77,0.8164,0.7706,0.7758,0.8073,0.7627,0.7709,0.8148
subsample_8.csv,ft_transformer,50,0.7772,0.7718,0.8148,0.7759,0.7773,0.824,0.782,0.7853,0.8282
subsample_3.csv,ft_transformer,50,0.7675,0.7671,0.8236,0.7697,0.7676,0.8174,0.7711,0.7668,0.8032
subsample_1.csv,ft_transformer,50,0.7689,0.7729,0.8148,0.7662,0.7717,0.8142,0.7662,0.7653,0.8124
subsample_2.csv,ft_transformer,50,0.7605,0.7651,0.8159,0.7636,0.7637,0.8118,0.7636,0.7595,0.8145
subsample_6.csv,ft_transformer,50,0.7566,0.7637,0.8171,0.7675,0.7647,0.8141,0.7675,0.7727,0.8148
subsample_5.csv,ft_transformer,50,0.7776,0.7785,0.8254,0.7706,0.7639,0.8201,0.7746,0.7779,0.8268
subsample_4.csv,ft_transformer,50,0.7684,0.7682,0.8222,0.7693,0.7719,0.8171,0.7697,0.767,0.8168
subsample_9.csv,ft_transformer,50,0.7789,0.7816,0.8306,0.7754,0.7823,0.8319,0.7702,0.7616,0.8229
subsample_7.csv,ft_transformer,75,0.7675,0.7716,0.8045,0.7667,0.7728,0.814,0.7649,0.7616,0.8117
subsample_10.csv,ft_transformer,75,0.7649,0.7572,0.81,0.7654,0.7705,0.8174,0.7724,0.7762,0.8213
subsample_8.csv,ft_transformer,75,0.7794,0.7765,0.8241,0.7789,0.7812,0.827,0.7759,0.7771,0.8218
subsample_3.csv,ft_transformer,75,0.7711,0.774,0.821,0.7697,0.7694,0.8201,0.7706,0.7701,0.8183
subsample_1.csv,ft_transformer,75,0.7675,0.7653,0.8213,0.7601,0.7643,0.813,0.768,0.7687,0.8174
subsample_2.csv,ft_transformer,75,0.7658,0.7674,0.8136,0.7623,0.7664,0.8178,0.7684,0.7664,0.8162
subsample_6.csv,ft_transformer,75,0.7654,0.7711,0.8156,0.7684,0.7728,0.8134,0.7671,0.7726,0.8156
subsample_5.csv,ft_transformer,75,0.7719,0.7713,0.8218,0.7706,0.7649,0.8245,0.7719,0.7639,0.8251
subsample_4.csv,ft_transformer,75,0.757,0.7711,0.8243,0.7675,0.7692,0.8189,0.7667,0.7648,0.8192
subsample_9.csv,ft_transformer,75,0.7798,0.7825,0.8307,0.7803,0.774,0.8304,0.7794,0.7825,0.8302
subsample_7.csv,ft_transformer,90,0.7627,0.7555,0.8107,0.7658,0.7678,0.8142,0.7697,0.774,0.8138
subsample_10.csv,ft_transformer,90,0.7697,0.775,0.8174,0.7697,0.7744,0.8169,0.7697,0.7678,0.8137
subsample_8.csv,ft_transformer,90,0.7789,0.7758,0.8279,0.7772,0.7748,0.8253,0.7789,0.7764,0.8234
subsample_3.csv,ft_transformer,90,0.7697,0.772,0.8191,0.7684,0.7718,0.8184,0.7627,0.7667,0.8125
subsample_1.csv,ft_transformer,90,0.7697,0.7746,0.818,0.7689,0.7706,0.8183,0.7675,0.7698,0.8134
subsample_2.csv,ft_transformer,90,0.7667,0.7669,0.815,0.7601,0.7631,0.8145,0.7645,0.7714,0.8222
subsample_6.csv,ft_transformer,90,0.7596,0.7646,0.8104,0.7618,0.7524,0.8139,0.7684,0.7672,0.8166
subsample_5.csv,ft_transformer,90,0.7702,0.7644,0.8191,0.7737,0.7749,0.8208,0.764,0.7762,0.8202
subsample_4.csv,ft_transformer,90,0.7693,0.7725,0.815,0.7693,0.7781,0.819,0.7684,0.7674,0.8116
subsample_9.csv,ft_transformer,90,0.7768,0.7868,0.8274,0.7798,0.7804,0.8269,0.7732,0.7693,0.8232
