samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_7.csv,ft_transformer,10,0.7526,0.7475,0.8048,0.7447,0.7595,0.7921,0.7465,0.7545,0.8079
subsample_10.csv,ft_transformer,10,0.7443,0.7382,0.8033,0.7382,0.7501,0.8023,0.7465,0.738,0.8092
subsample_8.csv,ft_transformer,10,0.7544,0.7535,0.811,0.7579,0.7534,0.8174,0.7478,0.7581,0.816
subsample_3.csv,ft_transformer,10,0.7531,0.7451,0.8063,0.7684,0.7676,0.8172,0.736,0.7264,0.8051
subsample_1.csv,ft_transformer,10,0.7425,0.7323,0.8071,0.7456,0.7591,0.8079,0.7351,0.7565,0.8003
subsample_2.csv,ft_transformer,10,0.7254,0.7198,0.7968,0.764,0.7651,0.8153,0.743,0.7353,0.8011
subsample_6.csv,ft_transformer,10,0.7421,0.7405,0.8018,0.7276,0.7376,0.7912,0.7272,0.7514,0.797
subsample_5.csv,ft_transformer,10,0.75,0.7585,0.8167,0.7662,0.7589,0.8159,0.7544,0.7504,0.8066
subsample_4.csv,ft_transformer,10,0.7535,0.7524,0.8152,0.7614,0.7569,0.8148,0.7566,0.7415,0.8077
subsample_9.csv,ft_transformer,10,0.7557,0.769,0.8212,0.768,0.7566,0.8229,0.7662,0.754,0.8223
subsample_7.csv,ft_transformer,20,0.7667,0.7623,0.8113,0.7746,0.7786,0.8155,0.7772,0.7808,0.8183
subsample_10.csv,ft_transformer,20,0.761,0.7577,0.8125,0.7697,0.771,0.8097,0.7719,0.7774,0.8214
subsample_8.csv,ft_transformer,20,0.7825,0.7811,0.821,0.7811,0.7779,0.8004,0.7825,0.7799,0.826
subsample_3.csv,ft_transformer,20,0.7667,0.7667,0.8161,0.7706,0.7693,0.8153,0.7693,0.7699,0.8189
subsample_1.csv,ft_transformer,20,0.7693,0.7721,0.8174,0.7544,0.7627,0.8152,0.764,0.7663,0.8067
subsample_2.csv,ft_transformer,20,0.7614,0.7624,0.8086,0.761,0.764,0.8091,0.7614,0.7659,0.8149
subsample_6.csv,ft_transformer,20,0.7689,0.7718,0.8106,0.7715,0.7728,0.8205,0.7649,0.7639,0.8102
subsample_5.csv,ft_transformer,20,0.7754,0.7782,0.8253,0.7772,0.7746,0.8217,0.7592,0.753,0.8124
subsample_4.csv,ft_transformer,20,0.7693,0.7683,0.8159,0.7662,0.7669,0.822,0.7702,0.7686,0.8163
subsample_9.csv,ft_transformer,20,0.7785,0.7792,0.8197,0.7833,0.7824,0.8325,0.7711,0.7717,0.8259
subsample_7.csv,ft_transformer,30,0.7711,0.7734,0.8092,0.7728,0.7706,0.8179,0.7693,0.7658,0.8161
subsample_10.csv,ft_transformer,30,0.7592,0.7727,0.8096,0.7662,0.7657,0.8105,0.7706,0.7747,0.8218
subsample_8.csv,ft_transformer,30,0.7776,0.7771,0.8232,0.782,0.7806,0.8238,0.7798,0.784,0.8247
subsample_3.csv,ft_transformer,30,0.7706,0.7719,0.8112,0.7741,0.777,0.8169,0.7667,0.773,0.8102
subsample_1.csv,ft_transformer,30,0.7671,0.7682,0.8143,0.7667,0.7719,0.8131,0.7684,0.7684,0.8151
subsample_2.csv,ft_transformer,30,0.7645,0.7644,0.8144,0.7575,0.7556,0.8119,0.7596,0.765,0.8114
subsample_6.csv,ft_transformer,30,0.7693,0.7671,0.8073,0.7689,0.7673,0.8161,0.7719,0.7739,0.8098
subsample_5.csv,ft_transformer,30,0.7592,0.7721,0.818,0.761,0.7741,0.8289,0.7732,0.7676,0.8137
subsample_4.csv,ft_transformer,30,0.7675,0.7708,0.8183,0.7645,0.7587,0.8192,0.7658,0.769,0.8155
