samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_6.csv,ft_transformer,50,0.7352,0.7334,0.7921,0.7475,0.7459,0.7962,0.7399,0.7382,0.7927,0.7309,0.7219,0.7867
subsample_5.csv,ft_transformer,50,0.7458,0.7431,0.784,0.7429,0.7377,0.7916,0.7433,0.7353,0.7991,0.736,0.7405,0.7943
subsample_4.csv,ft_transformer,50,0.7399,0.7437,0.8029,0.7484,0.7525,0.8073,0.7484,0.7466,0.7923,0.7488,0.7413,0.7941
subsample_9.csv,ft_transformer,50,0.7659,0.7519,0.8155,0.7672,0.762,0.8114,0.7616,0.7512,0.8108,0.7586,0.7413,0.8025
subsample_7.csv,ft_transformer,75,0.7505,0.748,0.799,0.7454,0.741,0.8014,0.745,0.7473,0.7991,0.7488,0.7367,0.7991
subsample_10.csv,ft_transformer,75,0.7493,0.7315,0.807,0.7595,0.7575,0.8108,0.7561,0.7487,0.8106,0.7505,0.7526,0.8102
subsample_8.csv,ft_transformer,75,0.762,0.7544,0.8195,0.7642,0.7582,0.8018,0.7642,0.7576,0.8126,0.7501,0.7472,0.8076
subsample_3.csv,ft_transformer,75,0.739,0.7409,0.7979,0.742,0.7431,0.7936,0.7407,0.7305,0.7951,0.7373,0.7319,0.7893
subsample_1.csv,ft_transformer,75,0.751,0.7345,0.7921,0.7522,0.7426,0.7953,0.748,0.7458,0.7973,0.748,0.7497,0.7959
subsample_2.csv,ft_transformer,75,0.742,0.7373,0.7925,0.7475,0.7472,0.7965,0.7437,0.7365,0.7789,0.7416,0.7321,0.7774
subsample_6.csv,ft_transformer,75,0.7369,0.7393,0.8016,0.7446,0.7367,0.7909,0.7356,0.7295,0.8003,0.719,0.7163,0.7813
subsample_5.csv,ft_transformer,75,0.7429,0.7431,0.7949,0.7463,0.7333,0.7924,0.7429,0.7415,0.7961,0.7382,0.7214,0.7974
subsample_4.csv,ft_transformer,75,0.751,0.7391,0.8065,0.7522,0.746,0.7986,0.7454,0.727,0.7984,0.7437,0.7335,0.8024
subsample_9.csv,ft_transformer,75,0.7574,0.7463,0.8107,0.7603,0.7478,0.8098,0.7633,0.7526,0.8068,0.7548,0.7406,0.8001
subsample_7.csv,ft_transformer,90,0.7484,0.7502,0.7985,0.7522,0.7479,0.7995,0.7429,0.7268,0.792,0.7446,0.7355,0.7867
subsample_10.csv,ft_transformer,90,0.7557,0.751,0.8071,0.7574,0.7481,0.8112,0.7574,0.7544,0.8038,0.7527,0.7523,0.8062
subsample_8.csv,ft_transformer,90,0.7539,0.7473,0.8061,0.7539,0.7347,0.8098,0.7629,0.7576,0.8169,0.7569,0.7473,0.8116
subsample_3.csv,ft_transformer,90,0.7458,0.7431,0.7987,0.7377,0.7462,0.7965,0.7416,0.7377,0.8023,0.7326,0.7367,0.7921
subsample_1.csv,ft_transformer,90,0.7484,0.7313,0.7689,0.7416,0.7488,0.7995,0.7514,0.7501,0.8054,0.7429,0.7309,0.7956
subsample_2.csv,ft_transformer,90,0.7463,0.7443,0.7803,0.7497,0.7467,0.7853,0.7514,0.7479,0.7973,0.7348,0.7226,0.7848
subsample_6.csv,ft_transformer,90,0.7514,0.738,0.792,0.7407,0.7269,0.7819,0.7373,0.7388,0.7961,0.736,0.7374,0.7907
subsample_5.csv,ft_transformer,90,0.7441,0.7477,0.8001,0.7437,0.7289,0.8024,0.745,0.7373,0.7968,0.7352,0.7292,0.7926
subsample_4.csv,ft_transformer,90,0.7484,0.7382,0.8035,0.7463,0.7396,0.8042,0.7488,0.7425,0.8016,0.7403,0.7451,0.7945
subsample_9.csv,ft_transformer,90,0.7672,0.762,0.8115,0.7586,0.7537,0.8132,0.7241,0.7509,0.8115,0.7578,0.7421,0.8106
