length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc,mi_params,mrmr_params,mi_mrmr_params,pca_params
10,subsample_8.csv,lr,10,0.713571429,0.685490196,0.713571429,0.715714286,0.6885759,0.715714286,0.711071429,0.683117901,0.711071429,0.72,0.702880243,0.72,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
10,subsample_9.csv,lr,10,0.7175,0.685487078,0.7175,0.725357143,0.693503388,0.725357143,0.709285714,0.682527301,0.709285714,0.717857143,0.70068199,0.717857143,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
10,subsample_7.csv,lr,10,0.724285714,0.694378464,0.724285714,0.724285714,0.692185008,0.724285714,0.719285714,0.68858954,0.719285714,0.720952381,0.702839757,0.720952381,"{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
10,subsample_6.csv,lr,10,0.726071429,0.693322671,0.726071429,0.728571429,0.695756605,0.728571429,0.713571429,0.684748428,0.713571429,0.715238095,0.699043785,0.715238095,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
10,subsample_10.csv,lr,10,0.719285714,0.681006494,0.719285714,0.721071429,0.689216076,0.721071429,0.718928571,0.689301224,0.718928571,0.720952381,0.702084392,0.720952381,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
10,subsample_4.csv,lr,10,0.726071429,0.695514093,0.726071429,0.726785714,0.696789536,0.726785714,0.716428571,0.68715524,0.716428571,0.721666667,0.703525235,0.721666667,"{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
10,subsample_5.csv,lr,10,0.718571429,0.682001614,0.718571429,0.7225,0.691544264,0.7225,0.713214286,0.684231223,0.713214286,0.721666667,0.701404853,0.721666667,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}"
10,subsample_1.csv,lr,10,0.713571429,0.680986476,0.713571429,0.717142857,0.688923802,0.717142857,0.71,0.683800623,0.71,0.719285714,0.700837351,0.719285714,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
10,subsample_2.csv,lr,10,0.725714286,0.693535515,0.725714286,0.728928571,0.696278511,0.728928571,0.724642857,0.695617844,0.724642857,0.72547619,0.706839563,0.72547619,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
10,subsample_3.csv,lr,10,0.722142857,0.692003167,0.722142857,0.721785714,0.691240587,0.721785714,0.713214286,0.686205549,0.713214286,0.719761905,0.700737351,0.719761905,"{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
10,subsample_8.csv,rfc,10,0.715357143,0.677458519,0.715357143,0.716785714,0.683433134,0.716785714,0.713928571,0.681510934,0.713928571,0.717857143,0.705590062,0.717857143,"{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 10}","{'max_depth': 10, 'n_estimators': 50}"
