length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc,mi_params,mrmr_params,mi_mrmr_params,pca_params
11,subsample_8.csv,lr,10,0.741768405,0.723892405,0.741744555,0.746207917,0.728424386,0.746183793,0.736219016,0.721810378,0.736199955,0.728729963,0.715025907,0.728718148,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
11,subsample_9.csv,lr,10,0.741398446,0.725774814,0.74137747,0.739918609,0.722682446,0.739895716,0.732519423,0.719005052,0.73250173,0.730209618,0.717604543,0.730198654,"{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
11,subsample_7.csv,lr,10,0.736219016,0.720282464,0.736198039,0.740288568,0.722310127,0.740264717,0.733629301,0.718309859,0.733609281,0.721331689,0.710849539,0.721322793,"{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
11,subsample_6.csv,lr,10,0.756196818,0.735871743,0.756168453,0.75508694,0.733708769,0.755057343,0.756196818,0.735871743,0.756168453,0.735881628,0.720875684,0.735868414,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
11,subsample_10.csv,lr,10,0.745098039,0.727775583,0.7450746,0.746947836,0.72749004,0.746921522,0.741768405,0.724328594,0.741745102,0.728729963,0.715468184,0.728718513,"{'C': 10, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}"
11,subsample_4.csv,lr,10,0.74472808,0.727272727,0.744704503,0.749167592,0.731378764,0.749143194,0.74472808,0.727272727,0.744704503,0.72946979,0.717340892,0.729459253,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
11,subsample_5.csv,lr,10,0.738808731,0.721828211,0.738786249,0.746577876,0.728927582,0.74655389,0.738068812,0.720820189,0.738046056,0.724784217,0.712074303,0.724773375,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
11,subsample_1.csv,lr,10,0.751387347,0.731629393,0.751360213,0.751757307,0.732562774,0.751730857,0.747317795,0.730146187,0.747294356,0.731935882,0.716262073,0.731922303,"{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
11,subsample_2.csv,lr,10,0.756936737,0.735613682,0.756907003,0.762856086,0.740800647,0.76282471,0.753977063,0.733466934,0.753948697,0.7324291,0.716339869,0.732415157,"{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
11,subsample_3.csv,lr,10,0.749167592,0.731165741,0.749142921,0.750647429,0.731474104,0.750621116,0.743248243,0.725908373,0.74322494,0.729223181,0.716132368,0.729211853,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}"
11,subsample_8.csv,rfc,10,0.742138365,0.733664501,0.742126696,0.748057714,0.727708916,0.748030168,0.739918609,0.722024516,0.739894895,0.732922318,0.731065309,0.73292066,"{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 50}"
11,subsample_9.csv,rfc,10,0.74990751,0.730031949,0.749880376,0.752497225,0.731217356,0.752468038,0.743618202,0.728554642,0.743597773,0.724290999,0.726516634,0.72429305,"{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 100}"
11,subsample_7.csv,rfc,10,0.750277469,0.732036522,0.750252388,0.747317795,0.733515412,0.747298736,0.739918609,0.7307545,0.739906118,0.724784217,0.729782082,0.724788822,"{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}"
11,subsample_6.csv,rfc,10,0.761006289,0.739095315,0.760975324,0.762116167,0.745749308,0.762092456,0.754716981,0.744114242,0.754701755,0.735388409,0.734996295,0.735388089,"{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}"
11,subsample_10.csv,rfc,10,0.738438772,0.731076455,0.738428744,0.739918609,0.73441632,0.739911046,0.732889382,0.725892179,0.732880038,0.731196054,0.731129748,0.731196038,"{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 100}"
11,subsample_4.csv,rfc,10,0.757676656,0.73726434,0.757648017,0.754716981,0.742324135,0.754699291,0.752497225,0.741599073,0.752481725,0.731196054,0.734275963,0.731198957,"{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 50}"
11,subsample_5.csv,rfc,10,0.735849057,0.726226994,0.735836155,0.741398446,0.732081257,0.741385682,0.73917869,0.73122379,0.739167842,0.721331689,0.721537703,0.721331916,"{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}"
11,subsample_1.csv,rfc,10,0.761376249,0.740651387,0.761346789,0.759156493,0.735902637,0.759124022,0.759156493,0.741153082,0.759130865,0.735635018,0.731865933,0.735631597,"{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 10}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 50}"
11,subsample_2.csv,rfc,10,0.77136515,0.752403846,0.771336923,0.768775435,0.745417515,0.768741596,0.768775435,0.749498998,0.768747071,0.74352651,0.736174531,0.743519683,"{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}"
11,subsample_3.csv,rfc,10,0.749167592,0.741221374,0.749156334,0.75508694,0.734136546,0.75505789,0.751757307,0.734257426,0.751733047,0.723551171,0.729423123,0.723556567,"{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 50}"
11,subsample_8.csv,xgbc,10,0.751017388,0.730260521,0.750989022,0.750647429,0.730615508,0.750620021,0.742878283,0.726915521,0.74285676,0.734155364,0.7305,0.734152064,"{'max_depth': 3, 'n_estimators': 10}","{'max_depth': 3, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 10}","{'max_depth': 3, 'n_estimators': 50}"
11,subsample_9.csv,xgbc,10,0.749537551,0.729308277,0.749510006,0.752867185,0.731511254,0.752837861,0.742138365,0.72504931,0.742115472,0.728236745,0.726415094,0.728235147,"{'max_depth': 3, 'n_estimators': 10}","{'max_depth': 3, 'n_estimators': 10}","{'max_depth': 3, 'n_estimators': 50}","{'max_depth': 3, 'n_estimators': 50}"
11,subsample_7.csv,xgbc,10,0.752127266,0.731785428,0.752099311,0.748057714,0.734295747,0.748038654,0.743248243,0.723726115,0.743222202,0.723797781,0.722497522,0.723796669,"{'max_depth': 5, 'n_estimators': 10}","{'max_depth': 3, 'n_estimators': 50}","{'max_depth': 3, 'n_estimators': 50}","{'max_depth': 3, 'n_estimators': 50}"
11,subsample_6.csv,xgbc,10,0.764335923,0.74200081,0.764304,0.760266371,0.747859922,0.760248271,0.762486127,0.739236393,0.762453245,0.737114673,0.732429719,0.7371104,"{'max_depth': 3, 'n_estimators': 10}","{'max_depth': 3, 'n_estimators': 100}","{'max_depth': 3, 'n_estimators': 10}","{'max_depth': 3, 'n_estimators': 100}"
