samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_9.csv,ft_transformer,50,0.7216,0.6784,0.7689,0.7216,0.6766,0.7688,0.7195,0.6762,0.7728,0.7181,0.682,0.7741
subsample_7.csv,ft_transformer,75,0.7288,0.68,0.7777,0.7306,0.6944,0.7726,0.7254,0.6946,0.7842,0.7268,0.6809,0.7787
subsample_10.csv,ft_transformer,75,0.7282,0.6937,0.7828,0.7313,0.7066,0.7783,0.7316,0.713,0.7816,0.7206,0.6853,0.7748
subsample_8.csv,ft_transformer,75,0.7202,0.6773,0.7683,0.7195,0.6783,0.7778,0.7147,0.7035,0.7689,0.7168,0.6769,0.7741
subsample_3.csv,ft_transformer,75,0.7164,0.6701,0.7564,0.7168,0.6804,0.7599,0.7209,0.6814,0.767,0.7178,0.6939,0.7751
subsample_1.csv,ft_transformer,75,0.7105,0.6986,0.765,0.7119,0.6727,0.7481,0.7161,0.6707,0.7595,0.713,0.6808,0.7674
subsample_2.csv,ft_transformer,75,0.725,0.6819,0.7624,0.7268,0.6783,0.76,0.7098,0.6563,0.7608,0.7199,0.7002,0.7719
subsample_6.csv,ft_transformer,75,0.7275,0.7231,0.7813,0.7313,0.6915,0.7824,0.732,0.6879,0.774,0.7278,0.6746,0.7793
subsample_5.csv,ft_transformer,75,0.7285,0.7054,0.7807,0.724,0.6751,0.7804,0.7257,0.6785,0.7655,0.7237,0.6892,0.7809
subsample_4.csv,ft_transformer,75,0.7264,0.7067,0.7769,0.7302,0.685,0.7815,0.7316,0.6985,0.7764,0.7095,0.6453,0.7646
subsample_9.csv,ft_transformer,75,0.7195,0.6749,0.7673,0.7199,0.6997,0.768,0.7202,0.7004,0.7712,0.7181,0.678,0.7699
subsample_7.csv,ft_transformer,90,0.7237,0.7035,0.7766,0.7237,0.674,0.7711,0.7223,0.6675,0.7822,0.7226,0.6691,0.7805
subsample_10.csv,ft_transformer,90,0.7295,0.7101,0.7774,0.7271,0.6943,0.7699,0.7264,0.7029,0.7707,0.7188,0.6636,0.7743
subsample_8.csv,ft_transformer,90,0.7202,0.6726,0.7729,0.7264,0.6897,0.7786,0.725,0.713,0.7775,0.7136,0.664,0.7862
subsample_3.csv,ft_transformer,90,0.7192,0.6838,0.7626,0.7171,0.695,0.7561,0.7185,0.6762,0.7641,0.7171,0.6822,0.7705
subsample_1.csv,ft_transformer,90,0.7009,0.6862,0.7557,0.7105,0.6574,0.7648,0.7161,0.6764,0.7663,0.7092,0.6958,0.7665
subsample_2.csv,ft_transformer,90,0.7212,0.6881,0.7731,0.7209,0.6819,0.7663,0.7226,0.6882,0.7613,0.7195,0.6702,0.7703
subsample_6.csv,ft_transformer,90,0.7244,0.6675,0.7813,0.7371,0.6993,0.7795,0.7285,0.7091,0.7765,0.732,0.7004,0.7872
subsample_5.csv,ft_transformer,90,0.7306,0.7162,0.7831,0.7295,0.6919,0.7732,0.7188,0.6855,0.7699,0.7216,0.6686,0.7842
subsample_4.csv,ft_transformer,90,0.713,0.6706,0.7685,0.7313,0.6984,0.78,0.7285,0.7016,0.7699,0.7261,0.6811,0.7784
subsample_9.csv,ft_transformer,90,0.7098,0.6616,0.7653,0.7188,0.6718,0.7728,0.7181,0.6757,0.7726,0.7105,0.654,0.7657
