samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_7.csv,ft_transformer,10,0.7299,0.6834,0.7757,0.7209,0.6661,0.774,0.7133,0.6822,0.7614,0.7019,0.6569,0.7718
subsample_10.csv,ft_transformer,10,0.7264,0.6995,0.7702,0.7005,0.7162,0.7698,0.715,0.6916,0.7691,0.7074,0.6866,0.7593
subsample_8.csv,ft_transformer,10,0.7188,0.6869,0.772,0.7171,0.6677,0.7703,0.6888,0.6403,0.7582,0.7036,0.6949,0.7565
subsample_3.csv,ft_transformer,10,0.705,0.65,0.7505,0.6919,0.6505,0.7386,0.686,0.6297,0.7485,0.6988,0.6737,0.7504
subsample_1.csv,ft_transformer,10,0.6884,0.6951,0.7529,0.7181,0.6741,0.7564,0.6912,0.6915,0.7509,0.694,0.6674,0.7465
subsample_2.csv,ft_transformer,10,0.7143,0.6595,0.7522,0.7275,0.6815,0.7562,0.6788,0.6485,0.7362,0.7009,0.6855,0.7586
subsample_6.csv,ft_transformer,10,0.7309,0.6814,0.7728,0.7326,0.6869,0.7694,0.7275,0.6752,0.7732,0.7143,0.6918,0.7697
subsample_5.csv,ft_transformer,10,0.7216,0.6817,0.7537,0.7195,0.6721,0.7816,0.713,0.6935,0.7636,0.7216,0.7113,0.7733
subsample_4.csv,ft_transformer,10,0.7309,0.6835,0.7752,0.7233,0.6761,0.7696,0.7029,0.6552,0.7631,0.7102,0.6809,0.7649
subsample_9.csv,ft_transformer,10,0.7105,0.6672,0.7655,0.7112,0.6747,0.7656,0.6777,0.7098,0.7548,0.7016,0.6919,0.7593
subsample_7.csv,ft_transformer,20,0.7244,0.6743,0.7708,0.7313,0.6886,0.7779,0.7302,0.6847,0.7802,0.7247,0.7034,0.7872
subsample_10.csv,ft_transformer,20,0.7288,0.7039,0.7729,0.7302,0.7038,0.7675,0.7216,0.6898,0.7742,0.7271,0.6969,0.7794
subsample_8.csv,ft_transformer,20,0.7174,0.6754,0.7681,0.723,0.6838,0.7741,0.723,0.6857,0.776,0.7174,0.6825,0.7739
subsample_3.csv,ft_transformer,20,0.7185,0.678,0.7542,0.724,0.702,0.7613,0.7092,0.6653,0.754,0.7126,0.693,0.7604
subsample_1.csv,ft_transformer,20,0.7154,0.6738,0.7615,0.7174,0.6782,0.7616,0.7171,0.6746,0.7612,0.7078,0.6808,0.7593
subsample_2.csv,ft_transformer,20,0.7275,0.6815,0.752,0.725,0.6793,0.7597,0.7181,0.6935,0.7646,0.7164,0.6848,0.7728
subsample_6.csv,ft_transformer,20,0.7288,0.6903,0.7741,0.7351,0.6896,0.7833,0.7344,0.6895,0.7802,0.7233,0.6777,0.777
subsample_5.csv,ft_transformer,20,0.7275,0.6812,0.7784,0.7261,0.6958,0.7783,0.7264,0.6786,0.7822,0.7257,0.7013,0.7871
subsample_4.csv,ft_transformer,20,0.7278,0.6875,0.7778,0.7313,0.6845,0.7835,0.7316,0.6856,0.7765,0.7192,0.6765,0.7775
subsample_9.csv,ft_transformer,20,0.7199,0.6749,0.769,0.7202,0.6757,0.7712,0.7181,0.6808,0.7631,0.7171,0.6915,0.7721
subsample_7.csv,ft_transformer,30,0.7323,0.6901,0.7747,0.7282,0.6908,0.7787,0.7316,0.6886,0.7757,0.7233,0.6743,0.7909
subsample_10.csv,ft_transformer,30,0.725,0.6871,0.781,0.7157,0.6645,0.7747,0.7195,0.6801,0.7726,0.7219,0.6879,0.7796
subsample_8.csv,ft_transformer,30,0.7254,0.6836,0.7766,0.7064,0.6556,0.7681,0.7223,0.6748,0.7761,0.7237,0.6944,0.775
subsample_3.csv,ft_transformer,30,0.7157,0.6653,0.7688,0.7164,0.6764,0.7516,0.7174,0.6772,0.7576,0.7164,0.6804,0.7669
subsample_1.csv,ft_transformer,30,0.7136,0.6896,0.7595,0.7119,0.6998,0.76,0.7185,0.6772,0.7676,0.7147,0.6857,0.7672
subsample_2.csv,ft_transformer,30,0.7268,0.6935,0.7695,0.7271,0.6809,0.7631,0.724,0.678,0.7605,0.714,0.6908,0.773
subsample_6.csv,ft_transformer,30,0.7244,0.7158,0.7749,0.7344,0.6883,0.7747,0.7226,0.6906,0.7739,0.7309,0.6858,0.78
subsample_5.csv,ft_transformer,30,0.7299,0.6938,0.7787,0.7271,0.6855,0.7776,0.7268,0.6825,0.7741,0.7257,0.6867,0.7871
subsample_4.csv,ft_transformer,30,0.7292,0.6821,0.768,0.7209,0.7204,0.7796,0.7313,0.6868,0.7782,0.7244,0.6769,0.7821
subsample_9.csv,ft_transformer,30,0.7126,0.6669,0.7691,0.7192,0.679,0.7667,0.7202,0.6747,0.7511,0.725,0.6878,0.7784
subsample_7.csv,ft_transformer,50,0.7306,0.6865,0.784,0.7282,0.6858,0.7825,0.7247,0.6945,0.7738,0.7271,0.6855,0.7835
subsample_10.csv,ft_transformer,50,0.724,0.7184,0.7744,0.7254,0.6851,0.7741,0.7275,0.701,0.7668,0.7192,0.6773,0.7745
subsample_8.csv,ft_transformer,50,0.7306,0.7176,0.7786,0.7247,0.6826,0.775,0.7233,0.685,0.7769,0.7212,0.6799,0.7776
subsample_3.csv,ft_transformer,50,0.7174,0.672,0.7633,0.7164,0.6774,0.7593,0.7147,0.6669,0.756,0.714,0.6837,0.7699
subsample_1.csv,ft_transformer,50,0.713,0.7031,0.7641,0.7171,0.672,0.7567,0.7171,0.6744,0.7635,0.7136,0.6837,0.7688
subsample_2.csv,ft_transformer,50,0.7268,0.6827,0.7707,0.7071,0.641,0.7569,0.706,0.7073,0.7652,0.713,0.6615,0.7596
subsample_6.csv,ft_transformer,50,0.7306,0.6915,0.7812,0.7309,0.6853,0.7764,0.7326,0.6914,0.7701,0.7337,0.7027,0.7811
subsample_5.csv,ft_transformer,50,0.7271,0.7043,0.78,0.7278,0.6843,0.778,0.7257,0.7028,0.775,0.724,0.6838,0.7865
subsample_4.csv,ft_transformer,50,0.7316,0.6866,0.7742,0.7154,0.6564,0.7782,0.7292,0.6813,0.774,0.7233,0.6918,0.783
