length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc,mi_params,mrmr_params,mi_mrmr_params,pca_params
9,subsample_8.csv,lr,10,0.71537133,0.680620155,0.71533383,0.718134715,0.68273717,0.718096261,0.710535406,0.677692308,0.710500292,0.710271764,0.691212568,0.710271764,"{'C': 10, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
9,subsample_9.csv,lr,10,0.716062176,0.681148177,0.716024438,0.712953368,0.679521789,0.712917419,0.70880829,0.675893887,0.708773295,0.706817135,0.686375955,0.706817135,"{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
9,subsample_7.csv,lr,10,0.718134715,0.681000782,0.718094591,0.721243523,0.683405257,0.721202326,0.711571675,0.676481984,0.711534295,0.712805159,0.690032314,0.712805159,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}"
9,subsample_6.csv,lr,10,0.718480138,0.682261209,0.718440849,0.728497409,0.685348279,0.728450127,0.703972366,0.665103556,0.70393236,0.714647628,0.690482138,0.714647628,"{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}"
9,subsample_10.csv,lr,10,0.716407599,0.681906238,0.716370219,0.716753022,0.6796875,0.716713137,0.709499136,0.677901187,0.709465335,0.709811147,0.689502218,0.709811147,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
9,subsample_4.csv,lr,10,0.722625216,0.681980198,0.722581155,0.722279793,0.681458003,0.722235612,0.712607945,0.674745895,0.71256782,0.705204975,0.682066567,0.705204975,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
9,subsample_5.csv,lr,10,0.718825561,0.682527301,0.718786153,0.715716753,0.676620825,0.715675077,0.718825561,0.680533752,0.718784244,0.716720405,0.692653673,0.716720405,"{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
9,subsample_1.csv,lr,10,0.712607945,0.676767677,0.712569729,0.707426598,0.672340426,0.707389694,0.698445596,0.665901263,0.698412032,0.696683556,0.679171742,0.696683556,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
9,subsample_2.csv,lr,10,0.717443869,0.682453416,0.717405892,0.72193437,0.683195592,0.721892217,0.708117444,0.673619158,0.708081017,0.706356518,0.685418209,0.706356518,"{'C': 10, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
9,subsample_3.csv,lr,10,0.690846287,0.66239155,0.690817256,0.70880829,0.67312912,0.708770671,0.695682211,0.665400684,0.695651033,0.702901889,0.68257874,0.702901889,"{'C': 10, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}"
9,subsample_8.csv,rfc,10,0.723316062,0.680494615,0.723269853,0.7208981,0.681889764,0.720855829,0.716407599,0.674593738,0.716363299,0.717411331,0.700219888,0.717411331,"{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 50}"
9,subsample_9.csv,rfc,10,0.719861831,0.676247505,0.719815383,0.715025907,0.676850764,0.714985186,0.718480138,0.683495146,0.718442042,0.713265776,0.694628403,0.713265776,"{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 50}"
9,subsample_7.csv,rfc,10,0.722625216,0.681222707,0.722580439,0.72642487,0.686460808,0.726380929,0.717443869,0.683681361,0.717407085,0.711423307,0.704411418,0.711423307,"{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 50}","{'max_depth': 5, 'n_estimators': 100}"
9,subsample_6.csv,rfc,10,0.724697755,0.682343563,0.724651785,0.732642487,0.694312796,0.732599262,0.717098446,0.690359168,0.717068702,0.722247812,0.702809266,0.722247812,"{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 10}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 50}"
9,subsample_10.csv,rfc,10,0.72193437,0.683693517,0.721892695,0.724697755,0.681327469,0.72465083,0.71537133,0.676100629,0.715329535,0.709811147,0.7,0.709811147,"{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 10, 'n_estimators': 100}"
9,subsample_4.csv,rfc,10,0.729533679,0.682095006,0.729482221,0.730915371,0.684231861,0.730864391,0.720207254,0.680094787,0.720164028,0.707277752,0.702272195,0.707277752,"{'max_depth': 5, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}","{'max_depth': 10, 'n_estimators': 100}","{'max_depth': 5, 'n_estimators': 50}"
