samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_1.csv,ft_transformer,30,0.7225,0.6734,0.7729,0.7282,0.692,0.7747,0.7071,0.7057,0.7643,0.7214,0.6834,0.7699
subsample_2.csv,ft_transformer,30,0.7254,0.681,0.7742,0.7318,0.6953,0.7784,0.7314,0.6916,0.782,0.7125,0.6961,0.7767
subsample_6.csv,ft_transformer,30,0.7232,0.6775,0.7662,0.7254,0.7057,0.7758,0.7304,0.6902,0.7777,0.7189,0.6843,0.7672
subsample_5.csv,ft_transformer,30,0.7232,0.6843,0.7617,0.7264,0.7103,0.7639,0.7225,0.685,0.7655,0.7204,0.68,0.7635
subsample_4.csv,ft_transformer,30,0.7354,0.7125,0.775,0.7375,0.6979,0.7831,0.7343,0.6938,0.7826,0.7243,0.6958,0.7803
subsample_9.csv,ft_transformer,30,0.7275,0.6867,0.768,0.7239,0.7125,0.767,0.73,0.7038,0.7695,0.7211,0.6777,0.7695
subsample_7.csv,ft_transformer,50,0.7311,0.7027,0.7759,0.7314,0.6926,0.7736,0.7321,0.6906,0.7774,0.7329,0.6954,0.7751
subsample_10.csv,ft_transformer,50,0.7261,0.7005,0.7788,0.7257,0.7048,0.7749,0.7196,0.6906,0.7783,0.7175,0.6738,0.7685
subsample_8.csv,ft_transformer,50,0.7214,0.6951,0.7736,0.7225,0.6876,0.7683,0.7207,0.6826,0.7657,0.7257,0.7066,0.7708
subsample_3.csv,ft_transformer,50,0.7154,0.7107,0.7709,0.7318,0.6903,0.7542,0.7329,0.6929,0.773,0.7296,0.7019,0.7763
subsample_1.csv,ft_transformer,50,0.725,0.6849,0.7749,0.7275,0.6884,0.768,0.7286,0.697,0.7686,0.7307,0.6947,0.7708
subsample_2.csv,ft_transformer,50,0.7314,0.7121,0.7833,0.7307,0.691,0.7822,0.7261,0.6911,0.773,0.7268,0.698,0.7821
subsample_6.csv,ft_transformer,50,0.7275,0.6882,0.7732,0.7264,0.6936,0.7788,0.7293,0.6891,0.7687,0.7161,0.6719,0.7676
subsample_5.csv,ft_transformer,50,0.7246,0.6872,0.7629,0.7189,0.6913,0.7646,0.7254,0.6925,0.7614,0.72,0.6859,0.7639
subsample_4.csv,ft_transformer,50,0.7321,0.6921,0.7678,0.735,0.6952,0.7823,0.7346,0.7081,0.7793,0.72,0.7113,0.7755
subsample_9.csv,ft_transformer,50,0.7286,0.7093,0.769,0.725,0.6872,0.7683,0.7271,0.6882,0.7639,0.7204,0.6867,0.7655
subsample_7.csv,ft_transformer,75,0.7314,0.7014,0.7842,0.7339,0.7116,0.7832,0.7286,0.6849,0.7764,0.7261,0.6896,0.7764
subsample_10.csv,ft_transformer,75,0.7282,0.7164,0.7822,0.7296,0.7125,0.7781,0.7246,0.6895,0.7769,0.7168,0.678,0.772
subsample_8.csv,ft_transformer,75,0.7214,0.6822,0.7668,0.7239,0.6946,0.7661,0.7189,0.6851,0.7648,0.7079,0.6617,0.7581
subsample_3.csv,ft_transformer,75,0.73,0.6929,0.7774,0.7279,0.7094,0.7708,0.7243,0.7026,0.7718,0.7289,0.6941,0.7716
subsample_1.csv,ft_transformer,75,0.7314,0.6946,0.7621,0.7271,0.711,0.7672,0.73,0.6902,0.7723,0.7314,0.7016,0.7731
subsample_2.csv,ft_transformer,75,0.7271,0.6978,0.774,0.7296,0.7042,0.7802,0.7211,0.7113,0.774,0.7271,0.6856,0.7775
subsample_6.csv,ft_transformer,75,0.7314,0.6931,0.7541,0.7257,0.6967,0.7792,0.7307,0.692,0.7675,0.7189,0.6805,0.77
subsample_5.csv,ft_transformer,75,0.7243,0.6922,0.7554,0.7243,0.6859,0.7562,0.7218,0.7101,0.7683,0.7264,0.6963,0.7732
subsample_4.csv,ft_transformer,75,0.7339,0.6913,0.7792,0.7329,0.6986,0.7772,0.7346,0.7121,0.7813,0.7289,0.702,0.7773
subsample_9.csv,ft_transformer,75,0.7239,0.7044,0.7737,0.7161,0.6641,0.7682,0.7246,0.7008,0.7718,0.725,0.7009,0.775
subsample_7.csv,ft_transformer,90,0.7196,0.6624,0.777,0.7304,0.691,0.7855,0.7296,0.698,0.7827,0.7293,0.6924,0.7784
subsample_10.csv,ft_transformer,90,0.7289,0.6963,0.7842,0.7225,0.6769,0.7747,0.7261,0.7146,0.7701,0.7204,0.6798,0.7772
subsample_8.csv,ft_transformer,90,0.7164,0.6849,0.7678,0.7171,0.7141,0.7657,0.7182,0.6895,0.7657,0.7214,0.691,0.769
subsample_3.csv,ft_transformer,90,0.7339,0.6958,0.7783,0.7332,0.6945,0.7763,0.7368,0.6991,0.7732,0.7257,0.6773,0.774
subsample_1.csv,ft_transformer,90,0.7314,0.6931,0.7676,0.7275,0.682,0.7733,0.7246,0.7081,0.7718,0.7268,0.6806,0.7672
subsample_2.csv,ft_transformer,90,0.7211,0.7132,0.7768,0.7311,0.6948,0.7838,0.7196,0.7087,0.78,0.7221,0.6723,0.7823
subsample_6.csv,ft_transformer,90,0.7304,0.6962,0.7662,0.7214,0.7021,0.7685,0.7293,0.6883,0.7686,0.72,0.6978,0.7663
subsample_5.csv,ft_transformer,90,0.725,0.6898,0.7689,0.7221,0.6819,0.7674,0.7211,0.6943,0.7619,0.7211,0.6826,0.7653
subsample_4.csv,ft_transformer,90,0.7289,0.7173,0.7787,0.7343,0.6951,0.7662,0.7296,0.7134,0.7763,0.7321,0.6961,0.7776
subsample_9.csv,ft_transformer,90,0.7282,0.6991,0.7802,0.7325,0.7008,0.7737,0.7261,0.6881,0.7649,0.7243,0.706,0.7697
