length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc,mi_params,mrmr_params,mi_mrmr_params,pca_params
13,subsample_8.csv,lr,10,0.744333996,0.723202755,0.744303759,0.747117296,0.726098191,0.747086902,0.738369781,0.720713073,0.738344761,0.724357275,0.707371975,0.724341942,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
13,subsample_9.csv,lr,10,0.743538767,0.72281908,0.743509163,0.747117296,0.725388601,0.747085953,0.742345924,0.727042965,0.74232375,0.723562152,0.705283979,0.723545765,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
13,subsample_7.csv,lr,10,0.739960239,0.717372515,0.739928578,0.746322068,0.724762726,0.74629104,0.734393638,0.716227698,0.734368301,0.721706865,0.704558244,0.721691531,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
13,subsample_6.csv,lr,10,0.747514911,0.723070214,0.747479931,0.747117296,0.724913495,0.747085321,0.745129225,0.725716731,0.745101201,0.728862974,0.708795901,0.728844761,"{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
13,subsample_10.csv,lr,10,0.73916501,0.716508211,0.739133349,0.745924453,0.724450194,0.745893584,0.737972167,0.71631511,0.737941929,0.721971906,0.705419826,0.721957064,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}"
13,subsample_4.csv,lr,10,0.73638171,0.719186785,0.736357479,0.743538767,0.724005135,0.743510744,0.732803181,0.714285714,0.732777527,0.713490591,0.69980561,0.713478559,"{'C': 1, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
13,subsample_5.csv,lr,10,0.743538767,0.719198955,0.74350442,0.744333996,0.724625268,0.744305656,0.736779324,0.717335611,0.73675209,0.729393056,0.708535541,0.729374141,"{'C': 10, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
13,subsample_1.csv,lr,10,0.739960239,0.717860224,0.73992921,0.735586481,0.715690466,0.735558772,0.739960239,0.717860224,0.73992921,0.725682481,0.708039492,0.725666515,"{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
13,subsample_2.csv,lr,10,0.739562624,0.715835141,0.739529541,0.747514911,0.724272688,0.747481512,0.735188867,0.716354344,0.735162581,0.7206467,0.702595937,0.720630664,"{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}"
13,subsample_3.csv,lr,10,0.733200795,0.713859275,0.733174035,0.734393638,0.714773698,0.734366403,0.730019881,0.716018402,0.730000392,0.721176782,0.705487122,0.721162713,"{'C': 100, 'max_iter': 1000}","{'C': 100, 'max_iter': 1000}","{'C': 1, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
