samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_5_v2.csv,ft_transformer,10,0.7459,0.7309,0.7894,0.7328,0.7184,0.7869,0.7479,0.7291,0.7965,0.7451,0.7355,0.7834
subsample_9_v2.csv,ft_transformer,10,0.7288,0.6922,0.7826,0.7626,0.7495,0.7921,0.7416,0.7124,0.7869,0.7249,0.7318,0.7807
subsample_3_v2.csv,ft_transformer,10,0.7539,0.7394,0.7788,0.7575,0.7443,0.7939,0.73,0.709,0.7803,0.726,0.7347,0.7683
subsample_6_v2.csv,ft_transformer,10,0.7431,0.7416,0.7985,0.7423,0.7316,0.7913,0.7284,0.695,0.7834,0.7356,0.7341,0.7884
subsample_7_v2.csv,ft_transformer,10,0.7423,0.734,0.7912,0.7622,0.7479,0.7952,0.7435,0.7291,0.793,0.7316,0.7337,0.7903
subsample_8_v2.csv,ft_transformer,10,0.7451,0.7294,0.7863,0.7392,0.7289,0.7959,0.7427,0.7149,0.79,0.726,0.7234,0.7841
subsample_4_v2.csv,ft_transformer,10,0.7567,0.749,0.7901,0.7559,0.7542,0.8014,0.7396,0.7323,0.7869,0.7332,0.7253,0.7795
subsample_1_v2.csv,ft_transformer,10,0.7181,0.7124,0.7587,0.7483,0.7422,0.7932,0.7332,0.7212,0.7867,0.7249,0.7286,0.7706
subsample_10_v2.csv,ft_transformer,10,0.7459,0.7256,0.7972,0.7674,0.7518,0.8019,0.7523,0.7352,0.8003,0.7348,0.7327,0.7814
subsample_2_v2.csv,ft_transformer,10,0.7547,0.7507,0.7958,0.7332,0.7003,0.7908,0.7559,0.7496,0.7934,0.7364,0.7338,0.7842
subsample_5_v2.csv,ft_transformer,20,0.7614,0.747,0.7989,0.7547,0.7411,0.7916,0.7634,0.7503,0.7947,0.7439,0.7332,0.7879
subsample_9_v2.csv,ft_transformer,20,0.7614,0.7475,0.7961,0.7634,0.7493,0.8005,0.7634,0.7499,0.801,0.7535,0.7408,0.7893
subsample_3_v2.csv,ft_transformer,20,0.7451,0.74,0.783,0.7583,0.7458,0.7828,0.7555,0.7417,0.7917,0.7439,0.733,0.7844
subsample_6_v2.csv,ft_transformer,20,0.7642,0.749,0.7947,0.7567,0.7502,0.7945,0.7567,0.7486,0.8012,0.7368,0.7346,0.7869
subsample_7_v2.csv,ft_transformer,20,0.7606,0.7466,0.7979,0.7527,0.7428,0.7909,0.7634,0.7495,0.8016,0.7447,0.7365,0.7891
subsample_8_v2.csv,ft_transformer,20,0.7567,0.7413,0.8009,0.7567,0.7512,0.7941,0.7555,0.7439,0.7955,0.7416,0.7203,0.7906
subsample_4_v2.csv,ft_transformer,20,0.759,0.7537,0.7977,0.7583,0.7532,0.7997,0.759,0.7445,0.7952,0.7463,0.7326,0.7842
subsample_1_v2.csv,ft_transformer,20,0.7483,0.7449,0.7898,0.7503,0.7334,0.7908,0.7495,0.7441,0.7932,0.7256,0.7142,0.7755
subsample_10_v2.csv,ft_transformer,20,0.7543,0.7381,0.7942,0.7646,0.7498,0.7977,0.767,0.7511,0.8053,0.7376,0.7061,0.7878
subsample_2_v2.csv,ft_transformer,20,0.7392,0.7135,0.7865,0.7543,0.7386,0.7929,0.7559,0.7526,0.7961,0.7384,0.7338,0.785
subsample_5_v2.csv,ft_transformer,30,0.7598,0.7456,0.8001,0.7543,0.7538,0.7993,0.7551,0.753,0.7941,0.7531,0.7429,0.7908
subsample_9_v2.csv,ft_transformer,30,0.7642,0.7588,0.7969,0.7654,0.7521,0.802,0.7638,0.7494,0.8,0.7503,0.7323,0.7892
subsample_3_v2.csv,ft_transformer,30,0.7571,0.747,0.783,0.7547,0.7426,0.7931,0.7539,0.7391,0.7919,0.7459,0.7323,0.778
subsample_6_v2.csv,ft_transformer,30,0.7523,0.7394,0.7913,0.7563,0.7476,0.8052,0.7571,0.7517,0.8025,0.7515,0.745,0.7933
subsample_7_v2.csv,ft_transformer,30,0.7618,0.7476,0.7972,0.7543,0.7248,0.7888,0.7618,0.7482,0.7983,0.7443,0.7443,0.7879
subsample_8_v2.csv,ft_transformer,30,0.7435,0.7311,0.7908,0.7499,0.7329,0.7878,0.7583,0.7437,0.7903,0.738,0.7121,0.7937
subsample_4_v2.csv,ft_transformer,30,0.7543,0.7486,0.7964,0.7527,0.7425,0.7924,0.759,0.7445,0.7869,0.7423,0.7309,0.7902
subsample_1_v2.csv,ft_transformer,30,0.7503,0.7366,0.7894,0.7503,0.7368,0.7889,0.7515,0.739,0.7918,0.7451,0.7303,0.7914
subsample_10_v2.csv,ft_transformer,30,0.7543,0.7297,0.7975,0.7678,0.754,0.7979,0.7646,0.7588,0.8042,0.7459,0.7284,0.7889
subsample_2_v2.csv,ft_transformer,30,0.7547,0.7503,0.7934,0.7487,0.7271,0.7934,0.7539,0.7435,0.7936,0.728,0.7126,0.7768
subsample_5_v2.csv,ft_transformer,50,0.7634,0.7552,0.7993,0.7571,0.7379,0.8013,0.7642,0.7545,0.7981,0.7483,0.7426,0.7921
subsample_9_v2.csv,ft_transformer,50,0.7602,0.755,0.7965,0.761,0.7469,0.7985,0.7626,0.7501,0.7994,0.7364,0.7126,0.7794
subsample_3_v2.csv,ft_transformer,50,0.7503,0.751,0.7915,0.7555,0.7443,0.7879,0.7499,0.7327,0.7904,0.7459,0.7371,0.7855
subsample_6_v2.csv,ft_transformer,50,0.7622,0.7485,0.8075,0.7606,0.7434,0.7917,0.7571,0.7482,0.7977,0.7384,0.7321,0.795
subsample_7_v2.csv,ft_transformer,50,0.7547,0.7529,0.7995,0.7563,0.7478,0.7889,0.7618,0.7463,0.7981,0.7062,0.6421,0.7715
subsample_8_v2.csv,ft_transformer,50,0.7531,0.7336,0.7983,0.7567,0.7405,0.7969,0.7579,0.747,0.7959,0.7439,0.7299,0.7856
subsample_4_v2.csv,ft_transformer,50,0.7618,0.7476,0.7958,0.7523,0.7511,0.8006,0.7598,0.746,0.7962,0.7264,0.7356,0.7751
subsample_1_v2.csv,ft_transformer,50,0.7447,0.7259,0.7861,0.7487,0.7399,0.7928,0.7479,0.7307,0.7905,0.7396,0.7247,0.7865
subsample_10_v2.csv,ft_transformer,50,0.7658,0.7507,0.7995,0.7559,0.7326,0.8013,0.7642,0.7463,0.8012,0.7495,0.7401,0.7959
subsample_2_v2.csv,ft_transformer,50,0.7539,0.7372,0.7824,0.7527,0.7455,0.7933,0.7539,0.745,0.7843,0.7475,0.7388,0.7882
subsample_5_v2.csv,ft_transformer,75,0.7614,0.7432,0.8004,0.761,0.7548,0.7985,0.7634,0.753,0.8012,0.7372,0.7095,0.7924
subsample_9_v2.csv,ft_transformer,75,0.759,0.7492,0.7903,0.7431,0.7093,0.7913,0.7642,0.753,0.7998,0.7467,0.7416,0.794
subsample_3_v2.csv,ft_transformer,75,0.7527,0.7419,0.7962,0.7491,0.7345,0.7866,0.7594,0.7522,0.7908,0.7412,0.7348,0.7849
subsample_6_v2.csv,ft_transformer,75,0.7598,0.7481,0.8011,0.7575,0.7439,0.7983,0.7551,0.75,0.8045,0.7519,0.7351,0.7937
