samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_5_v2.csv,ft_transformer,10,0.7043,0.6717,0.7471,0.7229,0.6843,0.7585,0.7039,0.6651,0.7516,0.7071,0.6592,0.7505
subsample_9_v2.csv,ft_transformer,10,0.7268,0.6879,0.7619,0.7121,0.6742,0.7565,0.7061,0.6728,0.7553,0.7104,0.6848,0.7558
subsample_3_v2.csv,ft_transformer,10,0.7329,0.6922,0.7687,0.7264,0.6873,0.763,0.6943,0.646,0.754,0.7164,0.6829,0.7573
subsample_6_v2.csv,ft_transformer,10,0.7075,0.6769,0.7576,0.7125,0.6839,0.7519,0.7075,0.6683,0.7496,0.7175,0.689,0.7581
subsample_7_v2.csv,ft_transformer,10,0.7043,0.675,0.7629,0.7171,0.6697,0.7695,0.7111,0.6544,0.7664,0.7168,0.6681,0.7692
subsample_8_v2.csv,ft_transformer,10,0.7018,0.6767,0.7551,0.7196,0.6859,0.7579,0.695,0.6579,0.7455,0.7096,0.6818,0.749
subsample_4_v2.csv,ft_transformer,10,0.7325,0.6939,0.7677,0.7271,0.6848,0.7635,0.7343,0.6938,0.7631,0.7275,0.6969,0.7655
subsample_1_v2.csv,ft_transformer,10,0.71,0.709,0.7547,0.7139,0.705,0.7585,0.7304,0.6902,0.7655,0.7182,0.6845,0.756
subsample_10_v2.csv,ft_transformer,10,0.7239,0.6887,0.7698,0.7129,0.6694,0.7613,0.7257,0.6865,0.774,0.71,0.6715,0.7681
subsample_2_v2.csv,ft_transformer,10,0.73,0.6894,0.7768,0.7307,0.6907,0.7721,0.7171,0.6809,0.7651,0.7221,0.6932,0.7626
subsample_5_v2.csv,ft_transformer,20,0.7236,0.6854,0.7624,0.7154,0.6858,0.7549,0.7239,0.6854,0.758,0.7164,0.6811,0.7582
subsample_9_v2.csv,ft_transformer,20,0.7161,0.7112,0.768,0.7282,0.6905,0.7658,0.7279,0.6902,0.7612,0.7218,0.688,0.7549
