samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_8_v2.csv,ft_transformer,20,0.7676,0.7596,0.8036,0.7618,0.7469,0.8012,0.7639,0.7499,0.8102,0.7478,0.7502,0.7986
subsample_4_v2.csv,ft_transformer,20,0.7602,0.7485,0.805,0.7569,0.7466,0.79,0.7631,0.7581,0.8067,0.7396,0.7351,0.7904
subsample_1_v2.csv,ft_transformer,20,0.7606,0.7562,0.8061,0.7614,0.7501,0.8029,0.7594,0.7476,0.8057,0.7474,0.7441,0.8007
subsample_10_v2.csv,ft_transformer,20,0.7594,0.7489,0.8083,0.7577,0.7529,0.8111,0.7598,0.7477,0.8088,0.7478,0.7376,0.7944
subsample_2_v2.csv,ft_transformer,20,0.7532,0.743,0.798,0.7544,0.7451,0.7893,0.7404,0.7319,0.7953,0.7367,0.7367,0.7818
subsample_5_v2.csv,ft_transformer,30,0.7602,0.7551,0.795,0.7585,0.7487,0.7966,0.7548,0.7436,0.7998,0.7211,0.6858,0.788
subsample_9_v2.csv,ft_transformer,30,0.7676,0.765,0.8086,0.7565,0.7416,0.8097,0.7656,0.7551,0.8009,0.7458,0.7283,0.7976
subsample_3_v2.csv,ft_transformer,30,0.7672,0.7631,0.8063,0.7668,0.7622,0.8111,0.7647,0.7544,0.8038,0.7487,0.7366,0.794
subsample_6_v2.csv,ft_transformer,30,0.7647,0.759,0.8036,0.7627,0.7489,0.8036,0.7643,0.7584,0.8055,0.7606,0.7566,0.801
subsample_7_v2.csv,ft_transformer,30,0.7668,0.7531,0.8092,0.7693,0.758,0.8103,0.7684,0.7674,0.8074,0.7437,0.7188,0.8007
subsample_8_v2.csv,ft_transformer,30,0.7614,0.745,0.8092,0.7664,0.7532,0.8115,0.7684,0.7567,0.8056,0.7388,0.7126,0.7991
subsample_4_v2.csv,ft_transformer,30,0.7627,0.7559,0.8058,0.7618,0.7549,0.8039,0.7548,0.7391,0.7965,0.7478,0.7398,0.7952
subsample_1_v2.csv,ft_transformer,30,0.761,0.7603,0.8051,0.7598,0.7477,0.8065,0.7561,0.7415,0.8112,0.7392,0.7225,0.7976
subsample_10_v2.csv,ft_transformer,30,0.7594,0.7461,0.8006,0.7548,0.7416,0.8051,0.752,0.7357,0.8036,0.7524,0.7377,0.8021
subsample_2_v2.csv,ft_transformer,30,0.754,0.7491,0.7956,0.7536,0.7429,0.8035,0.7528,0.7425,0.7984,0.7363,0.743,0.7898
subsample_5_v2.csv,ft_transformer,50,0.7565,0.7425,0.8048,0.7491,0.7344,0.8019,0.7536,0.7431,0.8,0.7318,0.7092,0.7857
subsample_9_v2.csv,ft_transformer,50,0.7668,0.7667,0.8075,0.7557,0.7393,0.7986,0.7643,0.7543,0.809,0.7528,0.7438,0.8002
subsample_3_v2.csv,ft_transformer,50,0.761,0.7515,0.808,0.7643,0.7576,0.8071,0.7585,0.7457,0.7979,0.7507,0.7355,0.8014
subsample_6_v2.csv,ft_transformer,50,0.7598,0.7444,0.8054,0.754,0.7357,0.8028,0.7627,0.7509,0.8077,0.7458,0.7344,0.7896
subsample_7_v2.csv,ft_transformer,50,0.7548,0.7357,0.8013,0.7697,0.7648,0.8079,0.7656,0.7521,0.81,0.7569,0.743,0.8023
subsample_8_v2.csv,ft_transformer,50,0.7565,0.7565,0.8075,0.7647,0.751,0.805,0.7643,0.7522,0.804,0.7379,0.7359,0.7925
subsample_4_v2.csv,ft_transformer,50,0.7623,0.7577,0.8076,0.754,0.7458,0.7949,0.7627,0.7608,0.8042,0.74,0.7255,0.7913
subsample_1_v2.csv,ft_transformer,50,0.761,0.7603,0.8116,0.7602,0.7561,0.8074,0.7598,0.756,0.8074,0.7478,0.7344,0.7996
subsample_10_v2.csv,ft_transformer,50,0.7561,0.7455,0.8048,0.7598,0.7482,0.8103,0.7606,0.7578,0.8049,0.7367,0.7387,0.799
subsample_2_v2.csv,ft_transformer,50,0.7495,0.7526,0.7958,0.745,0.7554,0.7961,0.7528,0.7436,0.8002,0.7309,0.7237,0.7886
subsample_5_v2.csv,ft_transformer,75,0.745,0.726,0.7944,0.7499,0.736,0.7985,0.7548,0.743,0.8054,0.7396,0.7347,0.7858
subsample_9_v2.csv,ft_transformer,75,0.7606,0.7475,0.814,0.761,0.7491,0.813,0.7606,0.7614,0.8034,0.7487,0.7279,0.7996
subsample_3_v2.csv,ft_transformer,75,0.7573,0.7635,0.8118,0.7672,0.7645,0.8115,0.7639,0.7525,0.7999,0.7462,0.7265,0.7964
subsample_6_v2.csv,ft_transformer,75,0.7635,0.7504,0.8108,0.7651,0.7599,0.8071,0.7643,0.7524,0.8059,0.7524,0.7469,0.7983
subsample_7_v2.csv,ft_transformer,75,0.7639,0.7495,0.8079,0.7684,0.7573,0.8131,0.7676,0.7558,0.8101,0.7417,0.7229,0.8051
subsample_8_v2.csv,ft_transformer,75,0.7651,0.7545,0.8081,0.7548,0.7311,0.8023,0.7647,0.7536,0.8037,0.7507,0.7413,0.8
subsample_4_v2.csv,ft_transformer,75,0.7627,0.7572,0.8063,0.759,0.7499,0.8055,0.761,0.7489,0.7953,0.7425,0.7253,0.7978
subsample_1_v2.csv,ft_transformer,75,0.7548,0.7458,0.8111,0.7627,0.7584,0.8023,0.7577,0.7491,0.8066,0.7396,0.723,0.7997
subsample_10_v2.csv,ft_transformer,75,0.7511,0.7376,0.809,0.7528,0.7466,0.8102,0.7577,0.7468,0.8003,0.7437,0.7328,0.7963
subsample_2_v2.csv,ft_transformer,75,0.7532,0.7441,0.7946,0.7491,0.7365,0.7932,0.7544,0.746,0.7966,0.7392,0.7375,0.7796
subsample_5_v2.csv,ft_transformer,90,0.7528,0.7387,0.8024,0.7565,0.746,0.7972,0.759,0.7471,0.8026,0.74,0.7212,0.7879
subsample_9_v2.csv,ft_transformer,90,0.7635,0.7557,0.81,0.7454,0.7101,0.7887,0.7627,0.7524,0.8059,0.7499,0.7353,0.7994
subsample_3_v2.csv,ft_transformer,90,0.7627,0.7509,0.8087,0.766,0.7611,0.8077,0.7561,0.7378,0.8139,0.7548,0.7375,0.8
subsample_6_v2.csv,ft_transformer,90,0.7623,0.7525,0.7918,0.7647,0.7525,0.795,0.7676,0.763,0.8089,0.7511,0.7367,0.794
subsample_7_v2.csv,ft_transformer,90,0.759,0.7533,0.8036,0.7643,0.7493,0.8133,0.7676,0.7608,0.8089,0.7536,0.7382,0.807
subsample_8_v2.csv,ft_transformer,90,0.7602,0.7443,0.8079,0.7668,0.7535,0.7959,0.7627,0.7524,0.8028,0.7594,0.7504,0.8008
subsample_4_v2.csv,ft_transformer,90,0.7524,0.7344,0.8032,0.7585,0.7513,0.8058,0.7462,0.7208,0.8012,0.74,0.7411,0.7913
subsample_1_v2.csv,ft_transformer,90,0.7602,0.7523,0.8101,0.761,0.7607,0.8044,0.7623,0.7603,0.8108,0.7363,0.743,0.7954
subsample_10_v2.csv,ft_transformer,90,0.754,0.7499,0.8033,0.7507,0.7554,0.8051,0.754,0.7465,0.8024,0.747,0.7502,0.8057
subsample_2_v2.csv,ft_transformer,90,0.7482,0.7328,0.7902,0.7528,0.7462,0.7823,0.752,0.7383,0.8013,0.7421,0.7424,0.7801
