length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
14,subsample_7_v2.csv,lr,10,0.744540585,0.724689165,0.805451241,0.742068397,0.716228468,0.808717273,0.744540585,0.724689165,0.805335458,0.75521978,0.740460239,0.801736052
14,subsample_9_v2.csv,lr,10,0.740420272,0.716471647,0.808587909,0.743716522,0.719567178,0.81017322,0.743716522,0.723309609,0.807442981,0.750824176,0.736719884,0.8046895
14,subsample_5_v2.csv,lr,10,0.733827771,0.711607143,0.799218312,0.731767614,0.709245199,0.800002309,0.728471364,0.708536046,0.796467701,0.745604396,0.732987313,0.7914331
14,subsample_1_v2.csv,lr,10,0.741656366,0.718707941,0.805993486,0.744128554,0.719131615,0.807379827,0.742480429,0.717577948,0.805700464,0.757967033,0.744859542,0.806453931
14,subsample_10_v2.csv,lr,10,0.742068397,0.724956063,0.804516149,0.739184178,0.716524854,0.807184591,0.737536053,0.719506825,0.803414003,0.747527473,0.733854619,0.804938262
14,subsample_3_v2.csv,lr,10,0.73341574,0.711804009,0.804790837,0.741656366,0.718202247,0.807201229,0.737124021,0.71669627,0.80437558,0.747802198,0.734375,0.799190768
14,subsample_6_v2.csv,lr,10,0.738772147,0.716964286,0.802864968,0.739596209,0.718108831,0.80318074,0.738772147,0.716964286,0.802816074,0.749450549,0.735345328,0.802977448
14,subsample_8_v2.csv,lr,10,0.733003708,0.711229947,0.801630741,0.738360115,0.715883669,0.802980751,0.731355583,0.710992908,0.798088324,0.745054945,0.732410611,0.797261049
14,subsample_4_v2.csv,lr,10,0.726411207,0.705150977,0.799478399,0.735063865,0.712561466,0.802884661,0.728059333,0.707964602,0.79941898,0.750549451,0.737420474,0.795960331
14,subsample_2_v2.csv,lr,10,0.732591677,0.717457553,0.796660559,0.731355583,0.710736469,0.797777645,0.733003708,0.717030568,0.797344392,0.744230769,0.7310026,0.796451063
14,subsample_7_v2.csv,rfc,10,0.751545117,0.734478203,0.806979509,0.766790276,0.753913043,0.811866843,0.761433869,0.750323415,0.812178541,0.753846154,0.749160134,0.799483154
14,subsample_9_v2.csv,rfc,10,0.756077462,0.743944637,0.811534095,0.761433869,0.753931152,0.813025353,0.755665431,0.748408994,0.810697129,0.751923077,0.748817803,0.799815542
14,subsample_5_v2.csv,rfc,10,0.756901525,0.753550543,0.804946346,0.755665431,0.744726647,0.804548745,0.744952616,0.737822956,0.803357979,0.746703297,0.746981339,0.792826048
14,subsample_1_v2.csv,rfc,10,0.759785744,0.755350399,0.809083637,0.759785744,0.755555556,0.809725027,0.759785744,0.755555556,0.808901644,0.752197802,0.75,0.800861158
14,subsample_10_v2.csv,rfc,10,0.738360115,0.735306378,0.803524693,0.760197775,0.756077117,0.811324599,0.736299959,0.735973597,0.803916862,0.741483516,0.740985412,0.803268023
14,subsample_3_v2.csv,rfc,10,0.756077462,0.751886002,0.814022241,0.765966213,0.760337553,0.814995362,0.758137618,0.755518534,0.811832889,0.750824176,0.748265334,0.7993073
14,subsample_6_v2.csv,rfc,10,0.765142151,0.753032929,0.809092804,0.764730119,0.752277657,0.809047646,0.763906057,0.751625488,0.808022915,0.753846154,0.754116356,0.801672956
14,subsample_8_v2.csv,rfc,10,0.767202307,0.754880694,0.809080581,0.765554182,0.753145336,0.808089465,0.755253399,0.746803069,0.805325951,0.746153846,0.744044321,0.799459304
14,subsample_4_v2.csv,rfc,10,0.756489493,0.749682338,0.804731078,0.763906057,0.75893984,0.807630067,0.751545117,0.743949045,0.805383673,0.748076923,0.748422497,0.797405507
14,subsample_2_v2.csv,rfc,10,0.750309023,0.743002545,0.793807068,0.751133086,0.741880342,0.80155027,0.743716522,0.733276158,0.797963034,0.747252747,0.746835443,0.796940738
14,subsample_7_v2.csv,xgbc,10,0.75854965,0.74610052,0.810859429,0.767202307,0.753597907,0.81452442,0.761021838,0.748700173,0.814082,0.757967033,0.751059621,0.797951334
14,subsample_9_v2.csv,xgbc,10,0.756901525,0.744367418,0.813776414,0.761021838,0.748045178,0.815538286,0.750721055,0.739111686,0.811701148,0.751098901,0.74464487,0.799004498
14,subsample_5_v2.csv,xgbc,10,0.754017305,0.741670273,0.803441167,0.755253399,0.744186047,0.804447902,0.749484961,0.739502999,0.806762544,0.748076923,0.744069216,0.788755887
14,subsample_1_v2.csv,xgbc,10,0.757313556,0.752,0.809300263,0.758961681,0.754716981,0.809207229,0.75854965,0.753988245,0.80853528,0.746428571,0.742538354,0.80061466
14,subsample_10_v2.csv,xgbc,10,0.745776679,0.744089589,0.804232973,0.759785744,0.747728256,0.81082921,0.745776679,0.744301699,0.807222959,0.746153846,0.741466144,0.798861098
14,subsample_3_v2.csv,xgbc,10,0.758961681,0.754716981,0.814854113,0.763081994,0.750325662,0.813225681,0.760609806,0.757815757,0.81332245,0.743956044,0.739519285,0.800266725
14,subsample_6_v2.csv,xgbc,10,0.763494026,0.750651607,0.810403088,0.763494026,0.750651607,0.811201006,0.763494026,0.750651607,0.81051242,0.754945055,0.750279955,0.798370366
14,subsample_8_v2.csv,xgbc,10,0.766790276,0.753698869,0.810721237,0.765966213,0.75261324,0.810344008,0.751133086,0.73830156,0.806910583,0.743956044,0.74010039,0.799217788
14,subsample_4_v2.csv,xgbc,10,0.755665431,0.75157101,0.80748101,0.760197775,0.748051948,0.807245369,0.757725587,0.754385965,0.807897625,0.751098901,0.74875208,0.794686632
14,subsample_2_v2.csv,xgbc,10,0.753193243,0.743028743,0.805309653,0.75236918,0.741949334,0.806981886,0.75236918,0.741949334,0.805704538,0.745879121,0.742124338,0.793833927
14,subsample_7_v2.csv,lgbm,10,0.761433869,0.750323415,0.807630747,0.767202307,0.753597907,0.809609584,0.756489493,0.740447958,0.815273784,0.755494505,0.751118568,0.795804251
14,subsample_9_v2.csv,lgbm,10,0.755665431,0.74250977,0.812810085,0.756901525,0.739858907,0.81263658,0.754017305,0.746281343,0.813186974,0.746978022,0.73931503,0.799001932
14,subsample_5_v2.csv,lgbm,10,0.754017305,0.741670273,0.8046557,0.755253399,0.744186047,0.798122957,0.751545117,0.742857143,0.803488702,0.746703297,0.744739756,0.791677334
14,subsample_1_v2.csv,lgbm,10,0.757313556,0.752208666,0.807640933,0.760609806,0.758017493,0.806360189,0.760609806,0.758017493,0.804624123,0.752472527,0.748955141,0.802852463
14,subsample_10_v2.csv,lgbm,10,0.749896992,0.746977907,0.806618918,0.759785744,0.747728256,0.808802158,0.744952616,0.742619543,0.806542522,0.75,0.747081712,0.802266484
14,subsample_3_v2.csv,lgbm,10,0.756077462,0.75,0.815404507,0.763081994,0.750325662,0.809673078,0.757725587,0.754180602,0.814182504,0.75521978,0.752706078,0.800660095
14,subsample_6_v2.csv,lgbm,10,0.762257932,0.748802786,0.810720897,0.763494026,0.750651607,0.800852177,0.763494026,0.750651607,0.800852177,0.757417582,0.753970465,0.8039331
14,subsample_8_v2.csv,lgbm,10,0.766790276,0.753698869,0.806263081,0.765966213,0.75261324,0.800928573,0.751133086,0.742540494,0.803587848,0.747527473,0.745922035,0.80137574
14,subsample_4_v2.csv,lgbm,10,0.757313556,0.754889721,0.806886136,0.760197775,0.748051948,0.803611276,0.754841368,0.752804321,0.806814493,0.749450549,0.75,0.796923077
14,subsample_2_v2.csv,lgbm,10,0.753193243,0.743028743,0.802351244,0.75236918,0.741949334,0.801814432,0.75236918,0.741949334,0.801939722,0.743956044,0.74010039,0.79593633
14,subsample_7_v2.csv,lr,20,0.754017305,0.731685393,0.811340557,0.748248867,0.723654455,0.811147019,0.747012773,0.722171946,0.809383111,0.756043956,0.736654804,0.805294198
14,subsample_9_v2.csv,lr,20,0.757313556,0.732394366,0.817448876,0.747012773,0.718089991,0.815008943,0.747836836,0.719266055,0.813975724,0.753846154,0.734597156,0.808401008
14,subsample_5_v2.csv,lr,20,0.74289246,0.720430108,0.803303313,0.735063865,0.711270768,0.80084199,0.737536053,0.713964975,0.800409756,0.748901099,0.731650029,0.795604547
14,subsample_1_v2.csv,lr,20,0.74907293,0.72405981,0.809601435,0.748660898,0.723481414,0.81006966,0.748248867,0.72239891,0.809601774,0.754945055,0.736250739,0.807970656
14,subsample_10_v2.csv,lr,20,0.741656366,0.716930023,0.808622202,0.745364648,0.720614828,0.810056757,0.743304491,0.718989626,0.809309431,0.751373626,0.732169281,0.808391046
14,subsample_3_v2.csv,lr,20,0.744128554,0.719891746,0.808322728,0.742480429,0.717577948,0.809785805,0.743716522,0.719314079,0.808970231,0.751098901,0.731475993,0.803971592
14,subsample_6_v2.csv,lr,20,0.742480429,0.72357364,0.803106041,0.741656366,0.717694732,0.805950365,0.740420272,0.715960325,0.806136093,0.753571429,0.735007386,0.806688051
14,subsample_8_v2.csv,lr,20,0.748248867,0.725146199,0.80809286,0.743716522,0.720072007,0.803831637,0.739596209,0.714801444,0.804017026,0.746428571,0.729246113,0.802598267
14,subsample_4_v2.csv,lr,20,0.741244335,0.71350365,0.805421362,0.743304491,0.716946842,0.805654626,0.740832303,0.712916476,0.805495721,0.746978022,0.730780474,0.799954112
14,subsample_2_v2.csv,lr,20,0.737536053,0.712933754,0.799856307,0.737124021,0.713644524,0.799488246,0.73671199,0.712808989,0.800515353,0.747802198,0.73,0.800434579
14,subsample_7_v2.csv,rfc,20,0.76802637,0.754684096,0.813544509,0.76802637,0.754684096,0.812561542,0.76802637,0.754684096,0.813894574,0.756593407,0.751542344,0.803415046
