samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_3_v2.csv,ft_transformer,20,0.7399,0.7409,0.7945,0.7356,0.7388,0.7883,0.7458,0.7404,0.7808,0.7305,0.7315,0.7849
subsample_6_v2.csv,ft_transformer,20,0.7322,0.733,0.7874,0.7335,0.7382,0.7956,0.7356,0.7371,0.7947,0.7343,0.7141,0.7799
subsample_7_v2.csv,ft_transformer,20,0.751,0.7425,0.7832,0.7433,0.7419,0.7887,0.748,0.7473,0.7931,0.7267,0.7326,0.7806
subsample_8_v2.csv,ft_transformer,20,0.7608,0.7512,0.8084,0.7586,0.748,0.7959,0.7629,0.7527,0.804,0.7488,0.7475,0.7987
subsample_4_v2.csv,ft_transformer,20,0.7475,0.7378,0.7947,0.7527,0.75,0.7951,0.7514,0.7428,0.7949,0.739,0.7311,0.7862
subsample_1_v2.csv,ft_transformer,20,0.7544,0.7449,0.7871,0.7501,0.7363,0.7913,0.7403,0.7316,0.7965,0.7254,0.7188,0.7758
subsample_10_v2.csv,ft_transformer,20,0.7527,0.7498,0.8026,0.7527,0.7427,0.7861,0.7527,0.7478,0.7974,0.745,0.7431,0.7982
subsample_2_v2.csv,ft_transformer,20,0.7441,0.7347,0.7904,0.739,0.7385,0.7824,0.7416,0.7323,0.785,0.7258,0.7191,0.7766
subsample_5_v2.csv,ft_transformer,30,0.7437,0.7363,0.7928,0.7424,0.7316,0.7874,0.7433,0.736,0.7994,0.7305,0.7196,0.7838
subsample_9_v2.csv,ft_transformer,30,0.7616,0.7556,0.8096,0.7646,0.7529,0.8041,0.7603,0.7466,0.8017,0.7518,0.7397,0.8045
subsample_3_v2.csv,ft_transformer,30,0.7433,0.7398,0.7989,0.736,0.7391,0.7882,0.7386,0.739,0.7899,0.7275,0.7343,0.776
subsample_6_v2.csv,ft_transformer,30,0.7335,0.7351,0.7802,0.7382,0.7396,0.7788,0.7369,0.7396,0.7932,0.7117,0.6938,0.7619
subsample_7_v2.csv,ft_transformer,30,0.745,0.7402,0.7915,0.7505,0.7415,0.7932,0.751,0.7432,0.7983,0.742,0.7364,0.7882
subsample_8_v2.csv,ft_transformer,30,0.7471,0.7298,0.7869,0.7595,0.7524,0.8092,0.7608,0.7497,0.7831,0.7535,0.7324,0.7985
subsample_4_v2.csv,ft_transformer,30,0.7475,0.7348,0.7889,0.748,0.7386,0.7911,0.7488,0.7497,0.7985,0.745,0.733,0.7893
subsample_1_v2.csv,ft_transformer,30,0.7467,0.7253,0.7898,0.7501,0.74,0.7931,0.7531,0.7446,0.7974,0.722,0.7199,0.7819
subsample_10_v2.csv,ft_transformer,30,0.7446,0.7367,0.7987,0.745,0.7496,0.7997,0.7497,0.7383,0.8002,0.7386,0.7284,0.7845
subsample_2_v2.csv,ft_transformer,30,0.7292,0.7184,0.779,0.745,0.7366,0.7872,0.7382,0.7398,0.7931,0.7377,0.7278,0.769
subsample_5_v2.csv,ft_transformer,50,0.7416,0.7342,0.7951,0.7399,0.7395,0.7938,0.7412,0.7313,0.7781,0.7279,0.7207,0.7902
subsample_9_v2.csv,ft_transformer,50,0.7616,0.7571,0.8129,0.7616,0.7532,0.8076,0.765,0.7535,0.8039,0.7501,0.7346,0.7902
subsample_3_v2.csv,ft_transformer,50,0.7424,0.7408,0.7937,0.7369,0.7335,0.7834,0.742,0.7384,0.793,0.7318,0.7378,0.7854
subsample_6_v2.csv,ft_transformer,50,0.7429,0.7384,0.7821,0.7343,0.7388,0.7868,0.7429,0.7356,0.7865,0.7313,0.7254,0.7784
subsample_7_v2.csv,ft_transformer,50,0.7458,0.7485,0.7903,0.7437,0.7408,0.7966,0.742,0.7244,0.7871,0.7437,0.7335,0.7886
subsample_8_v2.csv,ft_transformer,50,0.7595,0.7567,0.8125,0.7574,0.7483,0.7845,0.7625,0.7534,0.8015,0.7458,0.7464,0.8009
subsample_4_v2.csv,ft_transformer,50,0.745,0.7479,0.7929,0.7505,0.7453,0.7928,0.7475,0.7453,0.8002,0.7403,0.7383,0.7757
subsample_1_v2.csv,ft_transformer,50,0.7386,0.7511,0.8016,0.7527,0.7404,0.7921,0.7501,0.7384,0.7874,0.7429,0.7324,0.7878
subsample_10_v2.csv,ft_transformer,50,0.7514,0.7471,0.8021,0.7458,0.7429,0.7997,0.7493,0.7426,0.7926,0.7471,0.7454,0.7876
subsample_2_v2.csv,ft_transformer,50,0.7458,0.7391,0.7857,0.7441,0.7373,0.7899,0.7437,0.7379,0.7844,0.7352,0.732,0.7728
subsample_5_v2.csv,ft_transformer,75,0.7373,0.7347,0.7816,0.7416,0.7449,0.7954,0.7429,0.7342,0.7958,0.7237,0.6997,0.7838
subsample_9_v2.csv,ft_transformer,75,0.7586,0.7541,0.8081,0.7663,0.7569,0.804,0.7608,0.749,0.8069,0.7399,0.7303,0.7895
subsample_3_v2.csv,ft_transformer,75,0.7407,0.7413,0.7897,0.7386,0.7247,0.7953,0.7458,0.7402,0.7923,0.7258,0.7188,0.7809
subsample_6_v2.csv,ft_transformer,75,0.7305,0.7306,0.7838,0.7407,0.7317,0.7711,0.7394,0.7381,0.7931,0.7326,0.7373,0.7858
subsample_7_v2.csv,ft_transformer,75,0.7407,0.745,0.7913,0.7505,0.7408,0.792,0.7429,0.7429,0.7925,0.7446,0.7348,0.7853
subsample_8_v2.csv,ft_transformer,75,0.7599,0.7476,0.7806,0.7574,0.7452,0.7995,0.7471,0.7318,0.8026,0.7249,0.7331,0.781
subsample_4_v2.csv,ft_transformer,75,0.7471,0.7471,0.7995,0.7527,0.7447,0.7981,0.7522,0.7512,0.7936,0.7313,0.727,0.7769
subsample_1_v2.csv,ft_transformer,75,0.7514,0.7412,0.795,0.7475,0.7289,0.7904,0.7539,0.7479,0.794,0.7288,0.7061,0.7811
subsample_10_v2.csv,ft_transformer,75,0.7527,0.7513,0.7958,0.7475,0.7376,0.7726,0.7505,0.7499,0.8032,0.7454,0.7357,0.7907
subsample_2_v2.csv,ft_transformer,75,0.742,0.7315,0.7751,0.745,0.7411,0.7821,0.7399,0.7413,0.7903,0.7275,0.7128,0.7781
subsample_5_v2.csv,ft_transformer,90,0.7441,0.744,0.7865,0.7322,0.7392,0.7971,0.7339,0.7169,0.7868,0.7318,0.7173,0.7791
subsample_9_v2.csv,ft_transformer,90,0.7582,0.7508,0.8056,0.7638,0.7557,0.8032,0.7633,0.7532,0.8071,0.751,0.7436,0.7951
subsample_3_v2.csv,ft_transformer,90,0.7318,0.7408,0.7934,0.736,0.7365,0.7968,0.7377,0.7343,0.7885,0.7326,0.7215,0.786
subsample_6_v2.csv,ft_transformer,90,0.7352,0.7331,0.7778,0.736,0.7312,0.7847,0.7394,0.7328,0.7784,0.7224,0.7245,0.7688
subsample_7_v2.csv,ft_transformer,90,0.7446,0.7303,0.7884,0.7463,0.7371,0.7908,0.7501,0.7412,0.7724,0.7262,0.694,0.7781
subsample_8_v2.csv,ft_transformer,90,0.7574,0.7555,0.8084,0.7633,0.7577,0.8074,0.7552,0.7511,0.8004,0.7561,0.7545,0.7989
subsample_4_v2.csv,ft_transformer,90,0.7501,0.7423,0.7894,0.7446,0.7376,0.7858,0.7471,0.7443,0.7957,0.7343,0.7307,0.7892
subsample_1_v2.csv,ft_transformer,90,0.745,0.7438,0.801,0.7527,0.7438,0.7652,0.7531,0.7426,0.7845,0.736,0.7347,0.782
subsample_10_v2.csv,ft_transformer,90,0.7505,0.7364,0.7966,0.7522,0.7464,0.7971,0.745,0.7349,0.789,0.7488,0.7404,0.8
subsample_2_v2.csv,ft_transformer,90,0.7424,0.7456,0.7863,0.7441,0.7357,0.7816,0.7399,0.7398,0.7887,0.7143,0.691,0.7665
