samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_5_v2.csv,ft_transformer,10,0.7298,0.7004,0.7787,0.7279,0.7032,0.7783,0.7378,0.7131,0.7717,0.7175,0.6897,0.772
subsample_9_v2.csv,ft_transformer,10,0.7271,0.7043,0.7801,0.721,0.729,0.782,0.7167,0.7278,0.7834,0.7183,0.6957,0.7749
subsample_3_v2.csv,ft_transformer,10,0.7394,0.7121,0.7903,0.7417,0.7161,0.7781,0.7187,0.6999,0.7809,0.7233,0.6994,0.7697
subsample_6_v2.csv,ft_transformer,10,0.7309,0.7121,0.7859,0.7233,0.7012,0.776,0.7309,0.7194,0.784,0.7256,0.6974,0.7862
subsample_7_v2.csv,ft_transformer,10,0.7275,0.7001,0.7846,0.7355,0.7123,0.7836,0.7409,0.7155,0.7911,0.7259,0.721,0.7725
subsample_8_v2.csv,ft_transformer,10,0.7229,0.6901,0.7759,0.7394,0.7143,0.7857,0.7252,0.6948,0.7797,0.6826,0.632,0.7456
subsample_4_v2.csv,ft_transformer,10,0.7355,0.7106,0.7837,0.7206,0.7104,0.7777,0.7409,0.7155,0.7905,0.7225,0.6986,0.7706
subsample_1_v2.csv,ft_transformer,10,0.7351,0.71,0.7813,0.7367,0.7148,0.7864,0.7267,0.7074,0.7744,0.7267,0.714,0.7729
subsample_10_v2.csv,ft_transformer,10,0.7417,0.7159,0.7833,0.7436,0.7225,0.7957,0.7413,0.7158,0.7935,0.7267,0.6939,0.783
subsample_2_v2.csv,ft_transformer,10,0.7309,0.6977,0.7829,0.7413,0.7155,0.7856,0.7271,0.7038,0.7716,0.7229,0.7143,0.7772
subsample_5_v2.csv,ft_transformer,20,0.7386,0.7139,0.7703,0.7378,0.7131,0.7858,0.7378,0.7131,0.7836,0.7156,0.684,0.7696
subsample_9_v2.csv,ft_transformer,20,0.7432,0.7175,0.7873,0.7424,0.716,0.7864,0.7432,0.7171,0.7882,0.7309,0.7194,0.78
subsample_3_v2.csv,ft_transformer,20,0.7417,0.7163,0.7909,0.7409,0.7155,0.7813,0.7413,0.716,0.7931,0.7332,0.7148,0.7834
subsample_6_v2.csv,ft_transformer,20,0.7401,0.7259,0.7921,0.7351,0.7112,0.7918,0.742,0.7285,0.7934,0.7298,0.7168,0.781
subsample_7_v2.csv,ft_transformer,20,0.739,0.7147,0.7875,0.7371,0.7158,0.7869,0.7359,0.7074,0.7716,0.7144,0.7134,0.7656
subsample_8_v2.csv,ft_transformer,20,0.7401,0.7158,0.7905,0.7371,0.7122,0.7828,0.7394,0.7145,0.7838,0.7309,0.7094,0.7782
subsample_4_v2.csv,ft_transformer,20,0.7413,0.7155,0.7672,0.7405,0.7154,0.783,0.7371,0.7103,0.7895,0.7248,0.7079,0.777
