samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
subsample_5_v2.csv,ft_transformer,10,0.7496,0.7505,0.8137,0.7566,0.7506,0.8134,0.7566,0.7619,0.8114,0.7382,0.7458,0.7994
subsample_9_v2.csv,ft_transformer,10,0.7605,0.7702,0.8236,0.7789,0.7797,0.8322,0.7632,0.7581,0.8247,0.768,0.7742,0.8191
subsample_3_v2.csv,ft_transformer,10,0.7412,0.7508,0.8042,0.7689,0.7684,0.814,0.7513,0.7445,0.8103,0.7557,0.7556,0.8026
subsample_6_v2.csv,ft_transformer,10,0.7649,0.7705,0.8129,0.7649,0.7704,0.8103,0.7474,0.7422,0.8027,0.7487,0.7429,0.7975
subsample_7_v2.csv,ft_transformer,10,0.7478,0.749,0.7985,0.7711,0.7744,0.8032,0.7439,0.7544,0.8004,0.7469,0.7625,0.8001
subsample_8_v2.csv,ft_transformer,10,0.7575,0.7619,0.8147,0.7645,0.7623,0.8136,0.7539,0.7644,0.8138,0.7689,0.77,0.8135
subsample_4_v2.csv,ft_transformer,10,0.7588,0.7613,0.8076,0.7412,0.7256,0.8039,0.7548,0.7474,0.8118,0.7557,0.7556,0.812
subsample_1_v2.csv,ft_transformer,10,0.75,0.7368,0.807,0.7518,0.7397,0.8075,0.7518,0.7496,0.8085,0.743,0.7302,0.7997
subsample_10_v2.csv,ft_transformer,10,0.7434,0.7403,0.8064,0.7439,0.7571,0.8047,0.739,0.7371,0.8015,0.7465,0.7483,0.7939
subsample_2_v2.csv,ft_transformer,10,0.7649,0.7663,0.8062,0.7561,0.7533,0.8004,0.7452,0.7541,0.8054,0.7474,0.7431,0.7991
subsample_5_v2.csv,ft_transformer,20,0.7741,0.772,0.8229,0.7456,0.7456,0.8098,0.7728,0.7773,0.8261,0.7544,0.7578,0.8012
subsample_9_v2.csv,ft_transformer,20,0.7846,0.7807,0.8112,0.7846,0.7795,0.8339,0.7833,0.7797,0.8233,0.7583,0.7519,0.8099
subsample_3_v2.csv,ft_transformer,20,0.7689,0.772,0.809,0.7658,0.766,0.8086,0.7618,0.7533,0.802,0.739,0.7347,0.7851
subsample_6_v2.csv,ft_transformer,20,0.7649,0.768,0.8091,0.7509,0.743,0.8032,0.764,0.7716,0.8113,0.7307,0.751,0.7945
subsample_7_v2.csv,ft_transformer,20,0.7719,0.7749,0.8096,0.7719,0.7757,0.8094,0.7724,0.7719,0.8046,0.7504,0.7576,0.7998
subsample_8_v2.csv,ft_transformer,20,0.7825,0.7803,0.8242,0.7803,0.7762,0.8244,0.782,0.7866,0.8243,0.7662,0.7645,0.8116
subsample_4_v2.csv,ft_transformer,20,0.7667,0.7705,0.82,0.7667,0.7693,0.8193,0.7667,0.7711,0.8137,0.7469,0.7566,0.808
subsample_1_v2.csv,ft_transformer,20,0.7671,0.7722,0.7976,0.7675,0.7716,0.8001,0.7658,0.77,0.8097,0.7461,0.7484,0.7893
subsample_10_v2.csv,ft_transformer,20,0.764,0.7685,0.807,0.7623,0.7627,0.8096,0.7566,0.7523,0.8113,0.7461,0.7441,0.7962
subsample_2_v2.csv,ft_transformer,20,0.7632,0.7636,0.8095,0.7645,0.7658,0.813,0.7579,0.7633,0.8018,0.7342,0.7213,0.7966
subsample_5_v2.csv,ft_transformer,30,0.7754,0.7787,0.8254,0.7706,0.7666,0.8235,0.7693,0.7741,0.8228,0.7482,0.7568,0.7994
subsample_9_v2.csv,ft_transformer,30,0.7811,0.7769,0.825,0.7807,0.775,0.8236,0.7715,0.7722,0.8295,0.7579,0.7683,0.8178
subsample_3_v2.csv,ft_transformer,30,0.768,0.7671,0.8127,0.7706,0.7721,0.8156,0.7614,0.772,0.8178,0.7526,0.7604,0.7998
