length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
10,subsample_7_v2.csv,lr,10,0.723571429,0.689903846,0.773255867,0.726428571,0.688364524,0.774929337,0.719285714,0.689328063,0.770897959,0.726904762,0.702155284,0.77635907
10,subsample_9_v2.csv,lr,10,0.7175,0.685487078,0.763277296,0.719285714,0.685851319,0.763802806,0.709285714,0.682527301,0.760472194,0.722380952,0.698240166,0.772431859
10,subsample_5_v2.csv,lr,10,0.716428571,0.686661405,0.762135969,0.720357143,0.69112426,0.762830102,0.713214286,0.684231223,0.759540306,0.727619048,0.701928088,0.772447506
10,subsample_1_v2.csv,lr,10,0.716785714,0.685691637,0.763238776,0.715,0.687548943,0.763059184,0.715357143,0.687818253,0.762735204,0.725238095,0.70257732,0.766760771
10,subsample_10_v2.csv,lr,10,0.718928571,0.689301224,0.773631633,0.719285714,0.689818469,0.774097449,0.718928571,0.689301224,0.773291582,0.723095238,0.699715982,0.774230272
10,subsample_3_v2.csv,lr,10,0.722857143,0.693037975,0.766623469,0.720357143,0.690880379,0.765471429,0.720357143,0.691367757,0.764691837,0.726904762,0.701379849,0.772801701
10,subsample_6_v2.csv,lr,10,0.722857143,0.692063492,0.762356888,0.726071429,0.695029821,0.762862245,0.721785714,0.692459534,0.762235714,0.721428571,0.697204969,0.76773356
10,subsample_8_v2.csv,lr,10,0.715,0.686320755,0.761767602,0.716071429,0.6868846,0.76288699,0.714642857,0.685804168,0.762811735,0.72,0.699232737,0.766265873
10,subsample_4_v2.csv,lr,10,0.721785714,0.693668895,0.770730102,0.724642857,0.694653465,0.771214031,0.721428571,0.693154996,0.770817602,0.725714286,0.702632938,0.775803175
10,subsample_2_v2.csv,lr,10,0.725714286,0.693535515,0.774056888,0.726428571,0.694333599,0.774321429,0.725357143,0.692768678,0.774120918,0.729761905,0.704195986,0.772514399
10,subsample_7_v2.csv,rfc,10,0.725,0.690763052,0.771263776,0.730714286,0.692996743,0.771417857,0.725357143,0.692276911,0.769618622,0.727619048,0.706666667,0.776907143
10,subsample_9_v2.csv,rfc,10,0.7275,0.693451185,0.765057653,0.726428571,0.689375507,0.765727296,0.713928571,0.683774181,0.762210204,0.726904762,0.711881437,0.771191043
10,subsample_5_v2.csv,rfc,10,0.721428571,0.686746988,0.761563265,0.725,0.688259109,0.761324745,0.72,0.68962787,0.760551276,0.722380952,0.700257069,0.774014399
10,subsample_1_v2.csv,rfc,10,0.724642857,0.690237043,0.766358418,0.721428571,0.684975767,0.764645153,0.724285714,0.689460981,0.767616582,0.725952381,0.707942147,0.769886735
10,subsample_10_v2.csv,rfc,10,0.725,0.689265537,0.772393112,0.725714286,0.687804878,0.773726786,0.723928571,0.687171186,0.772797449,0.721666667,0.704723415,0.774817007
10,subsample_3_v2.csv,rfc,10,0.728571429,0.692556634,0.771892092,0.733928571,0.693541752,0.769414541,0.730357143,0.690953745,0.767482653,0.729285714,0.709281514,0.7748678
10,subsample_6_v2.csv,rfc,10,0.731071429,0.693279022,0.763685204,0.729642857,0.690641602,0.766121939,0.731785714,0.694093686,0.764692857,0.721666667,0.703374778,0.767220635
10,subsample_8_v2.csv,rfc,10,0.716428571,0.67983871,0.763650765,0.719642857,0.682314852,0.76420102,0.72,0.68488746,0.764133163,0.721904762,0.703853955,0.77140068
10,subsample_4_v2.csv,rfc,10,0.734642857,0.695865739,0.770302041,0.731428571,0.693311582,0.770735459,0.734285714,0.697560976,0.768988776,0.731666667,0.715332155,0.777047619
10,subsample_2_v2.csv,rfc,10,0.730714286,0.694983819,0.772786735,0.729642857,0.692401463,0.774959694,0.731071429,0.695018226,0.773772959,0.723333333,0.703571429,0.769037868
10,subsample_7_v2.csv,xgbc,10,0.726785714,0.69289442,0.773516071,0.731428571,0.69104355,0.775740051,0.721785714,0.690011938,0.770780867,0.726190476,0.704976911,0.771907937
10,subsample_9_v2.csv,xgbc,10,0.727857143,0.692493947,0.771056122,0.727142857,0.688925081,0.769477806,0.716428571,0.683917197,0.761649745,0.724761905,0.707785642,0.769029365
10,subsample_5_v2.csv,xgbc,10,0.723571429,0.687146322,0.766644133,0.722857143,0.684296176,0.764707398,0.713928571,0.688205527,0.761420153,0.727619048,0.706516162,0.77268322
10,subsample_1_v2.csv,xgbc,10,0.731071429,0.69202454,0.767274745,0.73,0.689909762,0.768928061,0.73,0.689909762,0.768928061,0.727619048,0.70606372,0.769204422
10,subsample_10_v2.csv,xgbc,10,0.725714286,0.686530612,0.774843878,0.725714286,0.686530612,0.775245918,0.725714286,0.686530612,0.775433673,0.724761905,0.702215353,0.776971542
10,subsample_3_v2.csv,xgbc,10,0.733214286,0.692466035,0.772609184,0.733214286,0.692466035,0.771670663,0.731071429,0.691266913,0.769761735,0.728095238,0.707029246,0.7694678
10,subsample_6_v2.csv,xgbc,10,0.730357143,0.690700533,0.766817092,0.730357143,0.690700533,0.766988776,0.730357143,0.690700533,0.767016837,0.727619048,0.704545455,0.768786281
10,subsample_8_v2.csv,xgbc,10,0.720714286,0.685691318,0.766153316,0.720714286,0.685691318,0.76696148,0.72,0.68488746,0.766891582,0.724761905,0.705702648,0.76840839
10,subsample_4_v2.csv,xgbc,10,0.735,0.697636512,0.772978827,0.733571429,0.696501221,0.773459694,0.734642857,0.696610862,0.771667857,0.727619048,0.707117256,0.774192177
10,subsample_2_v2.csv,xgbc,10,0.730714286,0.69047619,0.774758163,0.730714286,0.69047619,0.775508929,0.730714286,0.69047619,0.775508929,0.725714286,0.70293966,0.766840023
10,subsample_7_v2.csv,lgbm,10,0.723571429,0.69138756,0.769050765,0.731428571,0.69104355,0.770654847,0.723928571,0.692399522,0.76750051,0.728571429,0.704356846,0.774322676
10,subsample_9_v2.csv,lgbm,10,0.727857143,0.691247974,0.76956301,0.7275,0.692462717,0.765217347,0.722142857,0.688550841,0.762401786,0.722857143,0.705614568,0.774205669
10,subsample_5_v2.csv,lgbm,10,0.7225,0.687323944,0.764891327,0.721785714,0.684487647,0.765078827,0.716785714,0.685691637,0.762210459,0.729047619,0.704108164,0.772497732
10,subsample_1_v2.csv,lgbm,10,0.731071429,0.69202454,0.770014541,0.73,0.689909762,0.770084184,0.73,0.689909762,0.765120663,0.725,0.698039216,0.770914286
10,subsample_10_v2.csv,lgbm,10,0.725714286,0.686530612,0.77522602,0.723571429,0.685365854,0.776435204,0.725714286,0.686530612,0.769358163,0.725714286,0.702786378,0.774150454
10,subsample_3_v2.csv,lgbm,10,0.733214286,0.692466035,0.77268699,0.733928571,0.693541752,0.766445153,0.733571429,0.69600652,0.768254847,0.725952381,0.703884744,0.775108503
10,subsample_6_v2.csv,lgbm,10,0.729642857,0.691900692,0.765576786,0.73,0.69516129,0.766519133,0.73,0.69516129,0.766533929,0.728333333,0.705548387,0.771140023
10,subsample_8_v2.csv,lgbm,10,0.721071429,0.684699233,0.76636148,0.721428571,0.686998395,0.768520153,0.721071429,0.686471297,0.767906633,0.726190476,0.703760948,0.76707483
10,subsample_4_v2.csv,lgbm,10,0.735,0.697882736,0.774092602,0.731785714,0.696565657,0.772624745,0.7325,0.691642651,0.771968878,0.728333333,0.70915116,0.775197732
10,subsample_2_v2.csv,lgbm,10,0.730714286,0.69047619,0.767935714,0.730714286,0.69047619,0.767975765,0.730714286,0.69047619,0.767975765,0.722619048,0.700898588,0.770030045
10,subsample_7_v2.csv,lr,20,0.724642857,0.687474666,0.775133163,0.727857143,0.691247974,0.777425765,0.728571429,0.693053312,0.777329337,0.730714286,0.706918891,0.775232993
10,subsample_9_v2.csv,lr,20,0.725,0.688259109,0.765877806,0.720357143,0.683891805,0.766456378,0.723214286,0.688629972,0.765921173,0.730952381,0.707859359,0.774956122
10,subsample_5_v2.csv,lr,20,0.723214286,0.687121518,0.763373724,0.72,0.683870968,0.764184694,0.72,0.684380032,0.76324898,0.735714286,0.710334029,0.775494898
10,subsample_1_v2.csv,lr,20,0.723928571,0.688933602,0.762666582,0.717857143,0.6817083,0.765039796,0.720714286,0.68968254,0.763318622,0.729285714,0.706883217,0.767085828
10,subsample_10_v2.csv,lr,20,0.723214286,0.686107736,0.772703316,0.719285714,0.679967427,0.777464796,0.719642857,0.682571775,0.775641327,0.725,0.701781565,0.77630805
10,subsample_3_v2.csv,lr,20,0.721071429,0.6831643,0.767905867,0.726071429,0.689599352,0.769638265,0.725,0.690016103,0.76926199,0.726904762,0.704152695,0.773068707
10,subsample_6_v2.csv,lr,20,0.723928571,0.687928946,0.76403648,0.724642857,0.690734055,0.76358852,0.725357143,0.690293999,0.763971429,0.731428571,0.70746888,0.770169728
10,subsample_8_v2.csv,lr,20,0.7175,0.686235621,0.763542092,0.7125,0.679665738,0.764054082,0.716071429,0.686637761,0.763256122,0.726190476,0.703913491,0.766228912
10,subsample_4_v2.csv,lr,20,0.727142857,0.690938511,0.771089286,0.726071429,0.690601049,0.773761224,0.727142857,0.692431562,0.773551276,0.73452381,0.710314367,0.778999887
10,subsample_2_v2.csv,lr,20,0.7275,0.689711265,0.775074235,0.723214286,0.686868687,0.776369133,0.723214286,0.689627553,0.776159949,0.729047619,0.704108164,0.77359898
10,subsample_7_v2.csv,rfc,20,0.731428571,0.691550451,0.775941582,0.731428571,0.691803279,0.77576199,0.731428571,0.693311582,0.775652041,0.727857143,0.706094112,0.781210771
10,subsample_9_v2.csv,rfc,20,0.726785714,0.688136975,0.767335459,0.728928571,0.691337942,0.765968622,0.726785714,0.687882497,0.76732551,0.727619048,0.710379747,0.775816893
10,subsample_5_v2.csv,rfc,20,0.723571429,0.685365854,0.76478801,0.723571429,0.685365854,0.764768112,0.723571429,0.685365854,0.764875765,0.727619048,0.705761317,0.77580805
10,subsample_1_v2.csv,rfc,20,0.73,0.69041769,0.767895663,0.728928571,0.690835031,0.765583929,0.727857143,0.688979592,0.766407398,0.732142857,0.712643678,0.776153175
10,subsample_10_v2.csv,rfc,20,0.725357143,0.686761711,0.7748125,0.725714286,0.687296417,0.775447449,0.725357143,0.686761711,0.776147194,0.729047619,0.714070352,0.779213379
10,subsample_3_v2.csv,rfc,20,0.733928571,0.693541752,0.770575,0.733928571,0.693541752,0.770290051,0.733928571,0.693541752,0.771313265,0.72952381,0.709165387,0.774852608
10,subsample_6_v2.csv,rfc,20,0.730357143,0.691458929,0.76753699,0.726428571,0.689123377,0.766093878,0.723928571,0.690923631,0.761532143,0.72452381,0.706865974,0.774054308
10,subsample_8_v2.csv,rfc,20,0.717142857,0.67804878,0.763067347,0.719642857,0.682314852,0.764613265,0.718928571,0.681505463,0.766205357,0.72547619,0.70861764,0.772640136
10,subsample_4_v2.csv,rfc,20,0.734642857,0.694364459,0.770824235,0.734285714,0.69382716,0.771810204,0.734642857,0.694364459,0.77249898,0.732142857,0.715693707,0.779739002
10,subsample_2_v2.csv,rfc,20,0.731071429,0.691266913,0.774034694,0.731071429,0.691266913,0.77504949,0.731071429,0.691266913,0.775104082,0.727857143,0.707896754,0.769341723
10,subsample_7_v2.csv,xgbc,20,0.733571429,0.698220065,0.777185969,0.732857143,0.694194603,0.776141837,0.732142857,0.692118227,0.776422959,0.727380952,0.704210798,0.77114932
10,subsample_9_v2.csv,xgbc,20,0.727142857,0.690688259,0.770743622,0.726785714,0.690659118,0.769131633,0.724642857,0.687474666,0.770331633,0.718809524,0.701692347,0.772746712
10,subsample_5_v2.csv,xgbc,20,0.726428571,0.692122186,0.767414541,0.722142857,0.687800963,0.768767602,0.723571429,0.685365854,0.765692857,0.728333333,0.707660774,0.77368356
10,subsample_1_v2.csv,xgbc,20,0.731071429,0.692527562,0.768376531,0.731071429,0.692527562,0.767872959,0.731071429,0.692527562,0.767843622,0.727619048,0.706817017,0.766714512
10,subsample_10_v2.csv,xgbc,20,0.726071429,0.687321647,0.778899745,0.726071429,0.687321647,0.778899745,0.726071429,0.687321647,0.778899745,0.724047619,0.70531401,0.775396145
10,subsample_3_v2.csv,xgbc,20,0.733928571,0.693541752,0.773020408,0.733928571,0.693541752,0.774560969,0.733928571,0.693541752,0.774560969,0.726190476,0.703608247,0.772220522
10,subsample_6_v2.csv,xgbc,20,0.728571429,0.69130788,0.769544898,0.730357143,0.690700533,0.76906352,0.728571429,0.691558442,0.767980357,0.727142857,0.709873418,0.770137188
10,subsample_8_v2.csv,xgbc,20,0.719642857,0.684865516,0.768346429,0.717857143,0.682475884,0.766272959,0.720357143,0.68667467,0.766638776,0.720952381,0.701932859,0.768560317
10,subsample_4_v2.csv,xgbc,20,0.734285714,0.697806661,0.773043622,0.733928571,0.696042432,0.775202041,0.734285714,0.697068404,0.774140306,0.732142857,0.712055285,0.772634354
10,subsample_2_v2.csv,xgbc,20,0.730357143,0.692213616,0.776565051,0.731071429,0.691266913,0.775541582,0.731071429,0.691266913,0.775541582,0.725238095,0.700726141,0.76819093
10,subsample_7_v2.csv,lgbm,20,0.732142857,0.694625407,0.774959439,0.731071429,0.694026818,0.774612245,0.732142857,0.694625407,0.774944388,0.72952381,0.708867248,0.771960544
10,subsample_9_v2.csv,lgbm,20,0.727857143,0.690495532,0.768546429,0.727857143,0.691247974,0.768198724,0.727857143,0.690495532,0.768071429,0.726666667,0.706993364,0.775497166
10,subsample_5_v2.csv,lgbm,20,0.721785714,0.68677121,0.766933929,0.722857143,0.689848122,0.764604337,0.722857143,0.687600644,0.767397194,0.733809524,0.709308372,0.775751247
10,subsample_1_v2.csv,lgbm,20,0.731071429,0.692527562,0.769743112,0.726428571,0.692369478,0.769552041,0.731071429,0.692527562,0.769535204,0.729285714,0.704598597,0.769441837
