length_text,samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc
15,subsample_7_v2.csv,lr,10,0.725799574,0.704367816,0.790241323,0.728358209,0.708733425,0.792035459,0.718976546,0.696453247,0.789487371,0.745832115,0.734980177,0.800318062
15,subsample_9_v2.csv,lr,10,0.742430704,0.714015152,0.805708795,0.747547974,0.720491029,0.809238512,0.739872068,0.715750233,0.804064867,0.758701375,0.745134384,0.811419591
15,subsample_5_v2.csv,lr,10,0.724093817,0.704160951,0.791908891,0.732622601,0.710659898,0.795032719,0.721108742,0.702185792,0.791005458,0.744369699,0.734023128,0.799410756
15,subsample_1_v2.csv,lr,10,0.729211087,0.707508061,0.794118011,0.734328358,0.712770862,0.797174189,0.728784648,0.706912442,0.793875422,0.739689968,0.731927711,0.797932001
15,subsample_10_v2.csv,lr,10,0.729637527,0.710502283,0.795121098,0.732622601,0.715129487,0.798662454,0.726652452,0.706636156,0.794280585,0.745539631,0.73378213,0.803084291
15,subsample_3_v2.csv,lr,10,0.72238806,0.699861687,0.787735424,0.732622601,0.709856548,0.793125107,0.720682303,0.700228833,0.786714151,0.745832115,0.734656489,0.801058209
15,subsample_6_v2.csv,lr,10,0.723667377,0.703568161,0.787335353,0.726652452,0.70609812,0.789380079,0.720682303,0.701866181,0.784922925,0.741444867,0.732607381,0.79478509
15,subsample_8_v2.csv,lr,10,0.736034115,0.716185236,0.801959402,0.744989339,0.72543618,0.805771715,0.733901919,0.713761468,0.801944491,0.750219362,0.738518065,0.801162405
15,subsample_4_v2.csv,lr,10,0.726226013,0.703327172,0.794146016,0.731343284,0.709677419,0.797643,0.726226013,0.705504587,0.791926713,0.751096812,0.739675742,0.805145617
15,subsample_2_v2.csv,lr,10,0.724946695,0.705613875,0.783184434,0.729211087,0.709115896,0.788223147,0.72196162,0.70390554,0.78276836,0.746709564,0.73597561,0.800027204
15,subsample_7_v2.csv,rfc,10,0.735181237,0.73174946,0.789277515,0.736460554,0.732235702,0.799906311,0.731343284,0.72465035,0.797212742,0.75548406,0.759908099,0.804039673
15,subsample_9_v2.csv,rfc,10,0.761620469,0.754501537,0.812842061,0.760767591,0.753406593,0.812735133,0.752665245,0.743135518,0.811129757,0.758408891,0.761684939,0.811269372
15,subsample_5_v2.csv,rfc,10,0.733049041,0.731330472,0.793114196,0.739872068,0.738421955,0.796182741,0.734328358,0.732043011,0.795387691,0.752266745,0.756679115,0.803114232
15,subsample_1_v2.csv,rfc,10,0.748400853,0.745689655,0.798826119,0.755223881,0.747136564,0.797349493,0.75010661,0.746539792,0.798716281,0.74817198,0.754491018,0.799340779
15,subsample_10_v2.csv,rfc,10,0.742857143,0.736796159,0.799009424,0.749680171,0.745336226,0.80234929,0.7445629,0.73877017,0.800596979,0.754021644,0.758541487,0.805196774
15,subsample_3_v2.csv,rfc,10,0.728358209,0.727194861,0.784986572,0.740298507,0.740298507,0.796899232,0.733049041,0.727826087,0.794431157,0.749341913,0.754792561,0.798986959
15,subsample_6_v2.csv,rfc,10,0.737313433,0.73787234,0.795382599,0.733901919,0.734468085,0.79376122,0.725799574,0.724860933,0.79130733,0.74817198,0.754630949,0.79746851
15,subsample_8_v2.csv,rfc,10,0.748827292,0.740871095,0.803471671,0.75010661,0.737219731,0.810518012,0.742430704,0.732269504,0.805226527,0.756069026,0.760207016,0.805446569
15,subsample_4_v2.csv,rfc,10,0.748827292,0.746230073,0.801538237,0.748827292,0.742907027,0.799619714,0.739872068,0.734782609,0.794140924,0.759871307,0.762235737,0.807430733
15,subsample_2_v2.csv,rfc,10,0.732622601,0.720961282,0.783245172,0.743283582,0.736657918,0.788052207,0.732196162,0.727902946,0.786222064,0.750219362,0.755860492,0.80544349
15,subsample_7_v2.csv,xgbc,10,0.738166311,0.73670669,0.789619758,0.742857143,0.74086807,0.791030917,0.740298507,0.738514384,0.78786672,0.746709564,0.751149425,0.799471665
15,subsample_9_v2.csv,xgbc,10,0.761620469,0.754501537,0.806191062,0.762046908,0.75483304,0.806910099,0.754371002,0.746478873,0.806443471,0.756946476,0.757513861,0.805648288
15,subsample_5_v2.csv,xgbc,10,0.733901919,0.730569948,0.791850336,0.73901919,0.735522904,0.792912706,0.735607676,0.732297064,0.793215305,0.751389295,0.754901961,0.798487881
15,subsample_1_v2.csv,xgbc,10,0.752665245,0.743135518,0.795871049,0.751812367,0.742932862,0.796044171,0.752238806,0.743034056,0.796318038,0.749926879,0.753531277,0.799110317
15,subsample_10_v2.csv,xgbc,10,0.742430704,0.73830156,0.799699729,0.749253731,0.744125326,0.79877411,0.743283582,0.739619377,0.80373499,0.754899093,0.757663389,0.803170692
15,subsample_3_v2.csv,xgbc,10,0.729211087,0.726175075,0.790000917,0.739872068,0.739761092,0.797611358,0.728358209,0.724838013,0.788729782,0.751681778,0.753984352,0.801077201
15,subsample_6_v2.csv,xgbc,10,0.745842217,0.738825592,0.792796685,0.743283582,0.735500879,0.790357343,0.724520256,0.725573492,0.787449555,0.743492249,0.748350072,0.796051519
15,subsample_8_v2.csv,xgbc,10,0.745842217,0.736283186,0.799113806,0.748827292,0.736229288,0.802527139,0.75010661,0.739555556,0.802688986,0.757238959,0.75942029,0.801985019
15,subsample_4_v2.csv,xgbc,10,0.751385928,0.742604857,0.80262061,0.749680171,0.73922701,0.801915031,0.73901919,0.730396476,0.794786493,0.757823925,0.758036236,0.803628195
15,subsample_2_v2.csv,xgbc,10,0.73901919,0.732049037,0.785801626,0.745415778,0.737812912,0.788446095,0.736034115,0.727912088,0.787993651,0.756653992,0.760368664,0.802878124
15,subsample_7_v2.csv,lgbm,10,0.740298507,0.737613098,0.78971432,0.743283582,0.741630901,0.79282469,0.738166311,0.736027515,0.792714125,0.754899093,0.759333716,0.803100887
15,subsample_9_v2.csv,lgbm,10,0.762473348,0.755594559,0.808475468,0.759914712,0.752527473,0.808992287,0.75565032,0.747243052,0.806265257,0.761626206,0.763425254,0.80967222
15,subsample_5_v2.csv,lgbm,10,0.733901919,0.73126615,0.79239225,0.739872068,0.738646101,0.794786493,0.735607676,0.733676976,0.794886511,0.754899093,0.758918297,0.803336995
15,subsample_1_v2.csv,lgbm,10,0.753518124,0.744473917,0.795598637,0.752665245,0.743362832,0.7865774,0.753518124,0.744473917,0.795720477,0.748756946,0.755618777,0.800943919
15,subsample_10_v2.csv,lgbm,10,0.744989339,0.741125541,0.799102895,0.749680171,0.744893525,0.801509868,0.742430704,0.739205527,0.802374749,0.753436677,0.756850303,0.805334333
15,subsample_3_v2.csv,lgbm,10,0.732196162,0.729543497,0.789652127,0.739872068,0.739761092,0.79838204,0.732622601,0.731477516,0.791226589,0.749926879,0.754098361,0.802996007
15,subsample_6_v2.csv,lgbm,10,0.745842217,0.738825592,0.782245722,0.742857143,0.73424416,0.779272467,0.726226013,0.727735369,0.788827981,0.755776543,0.761360389,0.797555254
15,subsample_8_v2.csv,lgbm,10,0.742857143,0.739749676,0.803088694,0.75010661,0.737924866,0.806008848,0.747547974,0.743944637,0.806680604,0.759578824,0.762427746,0.801137767
15,subsample_4_v2.csv,lgbm,10,0.751812367,0.743386243,0.797479698,0.747121535,0.736092568,0.796626092,0.73901919,0.729681979,0.795450975,0.760748757,0.762485482,0.808350357
15,subsample_2_v2.csv,lgbm,10,0.735607676,0.727831431,0.785534669,0.745415778,0.737812912,0.790283512,0.734328358,0.726634489,0.787028753,0.758408891,0.762370541,0.807822707
15,subsample_7_v2.csv,lr,20,0.739445629,0.71778291,0.797488427,0.741151386,0.719371244,0.798257291,0.73901919,0.717190388,0.797763749,0.746124598,0.73126935,0.800609604
15,subsample_9_v2.csv,lr,20,0.750533049,0.72392638,0.810231416,0.750959488,0.724268178,0.810079752,0.75010661,0.723584906,0.810125215,0.76191869,0.746575342,0.815033072
15,subsample_5_v2.csv,lr,20,0.732196162,0.707635009,0.795494982,0.735181237,0.71263304,0.799249103,0.732622601,0.708507671,0.795101822,0.748464463,0.734731647,0.805934868
