samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_4.csv,ft_transformer,10,0.8606,0.8638,0.9145,0.875,0.8774,0.9234,0.899,0.9032,0.9223
subsample_9.csv,ft_transformer,20,0.8894,0.893,0.8982,0.8702,0.88,0.9001,0.8798,0.8869,0.9029
subsample_7.csv,ft_transformer,30,0.8221,0.8042,0.9361,0.875,0.8829,0.9095,0.8798,0.8858,0.9212
subsample_10.csv,ft_transformer,50,0.8606,0.8599,0.9206,0.875,0.8829,0.9234,0.851,0.8426,0.9294
subsample_8.csv,ft_transformer,75,0.8558,0.8544,0.9189,0.8798,0.8826,0.9346,0.8702,0.8767,0.9056
subsample_3.csv,ft_transformer,90,0.8125,0.8382,0.8855,0.8798,0.8858,0.9207,0.8654,0.875,0.9292
subsample_1.csv,ft_transformer,10,0.8798,0.8869,0.9347,0.8702,0.8708,0.9148,0.8846,0.8868,0.9125
subsample_2.csv,ft_transformer,20,0.8654,0.8654,0.922,0.875,0.8762,0.9276,0.8894,0.895,0.9276
subsample_6.csv,ft_transformer,30,0.8702,0.8778,0.9279,0.875,0.8738,0.9102,0.7692,0.8095,0.92
subsample_5.csv,ft_transformer,50,0.8654,0.8716,0.915,0.875,0.8807,0.9343,0.8654,0.8692,0.9198
subsample_4.csv,ft_transformer,75,0.8942,0.8972,0.9255,0.8798,0.8879,0.9159,0.8269,0.8462,0.9114
subsample_9.csv,ft_transformer,90,0.8654,0.8654,0.9112,0.8798,0.8848,0.9268,0.8702,0.8789,0.9059
subsample_7.csv,ft_transformer,10,0.8606,0.8612,0.9269,0.8606,0.8638,0.9243,0.875,0.8762,0.9322
subsample_10.csv,ft_transformer,20,0.8942,0.8972,0.9307,0.8846,0.8909,0.9228,0.8702,0.8696,0.9209
subsample_8.csv,ft_transformer,30,0.851,0.8458,0.9313,0.8606,0.8599,0.9292,0.8846,0.8879,0.942
subsample_3.csv,ft_transformer,50,0.8558,0.8611,0.9261,0.875,0.8738,0.9309,0.8654,0.8654,0.94
subsample_1.csv,ft_transformer,75,0.8413,0.8325,0.909,0.8654,0.8641,0.9213,0.8462,0.8596,0.9132
subsample_2.csv,ft_transformer,90,0.8654,0.8654,0.9089,0.8558,0.8529,0.8773,0.8654,0.8704,0.9231
subsample_6.csv,ft_transformer,10,0.8558,0.8485,0.9356,0.8702,0.872,0.9094,0.8702,0.8756,0.9292
subsample_5.csv,ft_transformer,20,0.8702,0.8767,0.9253,0.8942,0.8991,0.9088,0.875,0.8807,0.916
subsample_4.csv,ft_transformer,30,0.8702,0.8683,0.9171,0.8702,0.8708,0.9053,0.8269,0.82,0.9115
subsample_9.csv,ft_transformer,50,0.875,0.8796,0.9247,0.8846,0.8868,0.9122,0.899,0.9032,0.9211
subsample_7.csv,ft_transformer,75,0.8365,0.8265,0.9225,0.8942,0.8991,0.925,0.8654,0.8627,0.9284
subsample_10.csv,ft_transformer,90,0.8413,0.8325,0.9292,0.8269,0.8163,0.9225,0.8702,0.8744,0.924
subsample_8.csv,ft_transformer,10,0.8365,0.8191,0.9265,0.8365,0.8283,0.9136,0.8654,0.8641,0.9126
subsample_3.csv,ft_transformer,20,0.851,0.867,0.9329,0.8173,0.8061,0.9191,0.875,0.8839,0.9268
subsample_1.csv,ft_transformer,30,0.8558,0.8515,0.9182,0.875,0.875,0.9197,0.8846,0.8919,0.9249
subsample_2.csv,ft_transformer,50,0.8462,0.8431,0.9092,0.8702,0.8732,0.9233,0.8798,0.8804,0.9252
subsample_6.csv,ft_transformer,75,0.8702,0.8789,0.9233,0.875,0.8774,0.9287,0.8846,0.8909,0.9306
subsample_5.csv,ft_transformer,90,0.8702,0.872,0.9186,0.8846,0.8909,0.9227,0.8846,0.8909,0.926
subsample_4.csv,ft_transformer,10,0.8702,0.872,0.9186,0.8654,0.8641,0.9411,0.8846,0.8909,0.9186
subsample_9.csv,ft_transformer,20,0.8894,0.892,0.9175,0.8606,0.8676,0.9113,0.851,0.8646,0.9276
subsample_7.csv,ft_transformer,30,0.8654,0.8627,0.9209,0.8798,0.8869,0.9192,0.875,0.8762,0.9231
subsample_10.csv,ft_transformer,50,0.875,0.8762,0.917,0.8606,0.8711,0.9214,0.8606,0.8688,0.922
subsample_8.csv,ft_transformer,75,0.8798,0.8837,0.9119,0.8462,0.84,0.9281,0.851,0.8488,0.9295
subsample_3.csv,ft_transformer,90,0.8702,0.8696,0.9341,0.8942,0.8981,0.9246,0.8798,0.8837,0.9105
subsample_1.csv,ft_transformer,10,0.8894,0.895,0.9059,0.8846,0.8899,0.9216,0.8654,0.8716,0.9283
subsample_2.csv,ft_transformer,20,0.851,0.8502,0.9165,0.8894,0.893,0.9201,0.8558,0.8544,0.935
subsample_6.csv,ft_transformer,30,0.899,0.9023,0.9345,0.8221,0.8083,0.9076,0.8894,0.895,0.9301
subsample_5.csv,ft_transformer,50,0.875,0.8818,0.9272,0.8462,0.8367,0.9244,0.875,0.8738,0.9293
subsample_4.csv,ft_transformer,75,0.8654,0.8704,0.9241,0.9038,0.9074,0.9165,0.8317,0.8205,0.9236
subsample_9.csv,ft_transformer,90,0.8798,0.8826,0.9213,0.8702,0.867,0.9239,0.8942,0.8972,0.9254
