samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_7.csv,ft_transformer,10,0.8654,0.8761,0.9151,0.8654,0.8627,0.917,0.8125,0.8326,0.9214
subsample_10.csv,ft_transformer,20,0.8702,0.8696,0.8949,0.8894,0.893,0.9137,0.8702,0.8696,0.9035
subsample_8.csv,ft_transformer,30,0.8317,0.8444,0.9093,0.8654,0.8586,0.9245,0.8702,0.8683,0.9055
subsample_3.csv,ft_transformer,50,0.8798,0.8792,0.9181,0.8798,0.8815,0.9313,0.8654,0.8614,0.9148
subsample_1.csv,ft_transformer,75,0.8317,0.8458,0.9092,0.8702,0.872,0.9222,0.8606,0.8585,0.9059
subsample_2.csv,ft_transformer,90,0.8702,0.872,0.9072,0.8413,0.8559,0.9055,0.851,0.8442,0.9058
subsample_6.csv,ft_transformer,10,0.8606,0.8571,0.9133,0.875,0.8785,0.9283,0.8654,0.8627,0.9231
subsample_5.csv,ft_transformer,20,0.8702,0.8696,0.9168,0.851,0.861,0.9214,0.8606,0.8557,0.9173
subsample_4.csv,ft_transformer,30,0.8942,0.8972,0.9095,0.8798,0.8858,0.9244,0.8558,0.85,0.91
subsample_9.csv,ft_transformer,50,0.8894,0.893,0.9068,0.8942,0.8991,0.8804,0.8558,0.85,0.9234
subsample_7.csv,ft_transformer,75,0.8942,0.8972,0.9218,0.8702,0.8744,0.913,0.8702,0.8708,0.904
subsample_10.csv,ft_transformer,90,0.8942,0.8972,0.9239,0.8654,0.8679,0.9086,0.8702,0.872,0.9183
subsample_8.csv,ft_transformer,10,0.8413,0.8436,0.9134,0.8654,0.8716,0.9183,0.8894,0.894,0.9025
subsample_3.csv,ft_transformer,20,0.875,0.8829,0.9327,0.8894,0.893,0.9226,0.851,0.8442,0.899
subsample_1.csv,ft_transformer,30,0.8702,0.8708,0.9353,0.8654,0.8667,0.9087,0.8894,0.892,0.9191
subsample_2.csv,ft_transformer,50,0.8798,0.8826,0.9263,0.8654,0.8704,0.9343,0.8846,0.8909,0.9214
subsample_6.csv,ft_transformer,75,0.8702,0.8744,0.9163,0.8798,0.8826,0.9318,0.8269,0.8218,0.8934
subsample_5.csv,ft_transformer,90,0.8558,0.8544,0.9097,0.8558,0.8585,0.9271,0.8846,0.8919,0.9025
