samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc,pca_accuracy,pca_f1_score,pca_auc,mi_params,mrmr_params,mi_mrmr_params,pca_params
1,lr,10,0.819935691318328,0.8193548387096774,0.8199338296112488,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8070739549839229,0.810126582278481,0.8071339950372207,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
2,lr,10,0.8102893890675241,0.8126984126984126,0.810339123242349,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8070739549839229,0.810126582278481,0.8071339950372207,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
3,lr,10,0.8102893890675241,0.8102893890675241,0.8102977667493797,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8070739549839229,0.810126582278481,0.8071339950372207,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
4,lr,10,0.8102893890675241,0.8115015974440895,0.8103184449958645,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8135048231511254,0.8141025641025641,0.8135235732009927,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
5,lr,10,0.8102893890675241,0.8102893890675241,0.8102977667493797,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8070739549839229,0.810126582278481,0.8071339950372207,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 100, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
6,lr,10,0.8102893890675241,0.8115015974440895,0.8103184449958645,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8135048231511254,0.8141025641025641,0.8135235732009927,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
7,lr,10,0.8135048231511254,0.8141025641025641,0.8135235732009927,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8135048231511254,0.8141025641025641,0.8135235732009927,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
8,lr,10,0.8167202572347267,0.8178913738019169,0.8167493796526054,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8135048231511254,0.8141025641025641,0.8135235732009927,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
9,lr,10,0.8231511254019293,0.8220064724919093,0.823138957816377,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8070739549839229,0.810126582278481,0.8071339950372207,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
10,lr,10,0.8231511254019293,0.8220064724919093,0.823138957816377,0.819935691318328,0.8238993710691824,0.8200165425971878,0.8102893890675241,0.8126984126984126,0.810339123242349,0.7845659163987139,0.7938461538461538,0.7847187758478082,"{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 1000, 'max_iter': 1000}","{'C': 10, 'max_iter': 1000}"
