samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_7.csv,ft_transformer,10,0.8654,0.8627,0.9128,0.8029,0.7784,0.9021,0.8173,0.8304,0.9161
subsample_10.csv,ft_transformer,20,0.8894,0.893,0.9129,0.875,0.875,0.9104,0.8702,0.8683,0.9145
subsample_8.csv,ft_transformer,30,0.8365,0.844,0.9226,0.8606,0.8626,0.9283,0.8654,0.8614,0.9222
subsample_3.csv,ft_transformer,50,0.8654,0.8627,0.9158,0.8798,0.8879,0.9385,0.8606,0.87,0.9282
subsample_1.csv,ft_transformer,75,0.8558,0.8636,0.9167,0.8654,0.8654,0.9086,0.8606,0.8651,0.901
subsample_2.csv,ft_transformer,90,0.8654,0.8614,0.9011,0.8846,0.8909,0.9331,0.8846,0.8879,0.9057
subsample_6.csv,ft_transformer,10,0.8125,0.8251,0.9006,0.8317,0.8498,0.9305,0.8702,0.867,0.9211
subsample_5.csv,ft_transformer,20,0.8606,0.8543,0.906,0.8702,0.8756,0.9269,0.8654,0.8739,0.9198
subsample_4.csv,ft_transformer,30,0.875,0.875,0.9354,0.8846,0.8879,0.8894,0.851,0.8442,0.9067
subsample_9.csv,ft_transformer,50,0.8702,0.867,0.927,0.8894,0.893,0.9129,0.8654,0.8739,0.9136
subsample_7.csv,ft_transformer,75,0.8365,0.8247,0.9133,0.8894,0.8959,0.9293,0.8798,0.8815,0.9069
subsample_10.csv,ft_transformer,90,0.8606,0.8585,0.9031,0.8654,0.86,0.9144,0.8942,0.8981,0.9425
subsample_8.csv,ft_transformer,10,0.8798,0.8869,0.9228,0.8894,0.8959,0.9146,0.8606,0.8528,0.9042
subsample_3.csv,ft_transformer,20,0.8606,0.8513,0.9082,0.8654,0.8627,0.9087,0.851,0.8394,0.8988
subsample_1.csv,ft_transformer,30,0.8702,0.8708,0.9254,0.8846,0.8919,0.9037,0.8798,0.8869,0.9247
subsample_2.csv,ft_transformer,50,0.8798,0.8848,0.9226,0.8702,0.8744,0.9262,0.8654,0.8654,0.9184
subsample_6.csv,ft_transformer,75,0.875,0.8785,0.9283,0.8846,0.8868,0.9283,0.8462,0.8431,0.9112
subsample_5.csv,ft_transformer,90,0.8654,0.8739,0.9277,0.8846,0.8868,0.9153,0.8798,0.8879,0.9301
subsample_4.csv,ft_transformer,10,0.8558,0.8544,0.8858,0.8798,0.8869,0.932,0.8942,0.8972,0.9162
subsample_9.csv,ft_transformer,20,0.8462,0.8367,0.8886,0.8702,0.872,0.9196,0.8702,0.8732,0.9161
subsample_7.csv,ft_transformer,30,0.851,0.8488,0.9169,0.8702,0.8696,0.9387,0.875,0.8829,0.9028
subsample_10.csv,ft_transformer,50,0.8606,0.8688,0.9294,0.8798,0.8869,0.9269,0.8606,0.8585,0.9144
subsample_8.csv,ft_transformer,75,0.8894,0.891,0.9347,0.875,0.8807,0.9262,0.8894,0.8959,0.9112
subsample_3.csv,ft_transformer,90,0.8894,0.895,0.925,0.8894,0.893,0.9344,0.8365,0.8247,0.8977
subsample_1.csv,ft_transformer,10,0.8798,0.8804,0.883,0.875,0.8807,0.9239,0.8846,0.8909,0.9054
subsample_2.csv,ft_transformer,20,0.8702,0.8683,0.9104,0.8558,0.8598,0.9271,0.8702,0.8778,0.9018
subsample_6.csv,ft_transformer,30,0.8894,0.895,0.9291,0.8942,0.8981,0.9283,0.8413,0.8358,0.9161
subsample_5.csv,ft_transformer,50,0.9038,0.9057,0.9031,0.8798,0.8858,0.9043,0.8894,0.892,0.8985
subsample_4.csv,ft_transformer,75,0.8702,0.867,0.9124,0.8702,0.8767,0.9285,0.8798,0.8879,0.9164
subsample_9.csv,ft_transformer,90,0.8606,0.8638,0.908,0.8846,0.8879,0.922,0.8606,0.8638,0.9193
subsample_7.csv,ft_transformer,10,0.875,0.8839,0.9211,0.8654,0.8667,0.9254,0.8894,0.893,0.925
subsample_10.csv,ft_transformer,20,0.851,0.8473,0.9109,0.851,0.8442,0.9277,0.8846,0.8879,0.912
subsample_8.csv,ft_transformer,30,0.851,0.8458,0.908,0.8365,0.8229,0.9204,0.8558,0.8598,0.9079
subsample_3.csv,ft_transformer,50,0.8798,0.8837,0.8935,0.8942,0.9,0.9296,0.8462,0.84,0.9173
subsample_1.csv,ft_transformer,75,0.8702,0.8708,0.9194,0.8798,0.8858,0.916,0.8942,0.8991,0.9256
subsample_2.csv,ft_transformer,90,0.8558,0.8544,0.9081,0.8846,0.8919,0.9184,0.8606,0.8651,0.9185
subsample_6.csv,ft_transformer,10,0.8606,0.8612,0.9138,0.875,0.8738,0.9148,0.8606,0.8585,0.8893
subsample_5.csv,ft_transformer,20,0.8462,0.8596,0.9144,0.8606,0.8722,0.9377,0.8606,0.8599,0.927
subsample_4.csv,ft_transformer,30,0.8654,0.8654,0.9126,0.8654,0.8727,0.8777,0.875,0.8818,0.9167
subsample_9.csv,ft_transformer,50,0.8798,0.8837,0.9316,0.851,0.8458,0.9068,0.8798,0.8826,0.9381
subsample_7.csv,ft_transformer,75,0.8798,0.8848,0.9297,0.8702,0.8683,0.9234,0.8606,0.8571,0.9132
subsample_10.csv,ft_transformer,90,0.851,0.8458,0.9208,0.8654,0.8627,0.9276,0.8317,0.8325,0.8999
subsample_8.csv,ft_transformer,10,0.8894,0.8878,0.9197,0.875,0.8807,0.9344,0.8942,0.8942,0.8927
subsample_3.csv,ft_transformer,20,0.899,0.8995,0.9254,0.8798,0.8826,0.9207,0.9038,0.9074,0.9253
subsample_1.csv,ft_transformer,30,0.875,0.8839,0.9154,0.8798,0.8804,0.9092,0.8702,0.8789,0.9062
subsample_2.csv,ft_transformer,50,0.8654,0.8679,0.9147,0.8269,0.8144,0.9243,0.8221,0.8279,0.9064
subsample_6.csv,ft_transformer,75,0.875,0.875,0.9175,0.8702,0.867,0.9342,0.8798,0.8792,0.9164
subsample_5.csv,ft_transformer,90,0.875,0.8829,0.9157,0.851,0.8426,0.8878,0.8558,0.8515,0.9344
subsample_4.csv,ft_transformer,10,0.8702,0.8732,0.9147,0.8798,0.8879,0.9268,0.8942,0.8962,0.9338
subsample_9.csv,ft_transformer,20,0.851,0.8502,0.9173,0.8798,0.8804,0.9308,0.8606,0.8557,0.9221
subsample_7.csv,ft_transformer,30,0.8798,0.8848,0.9074,0.8798,0.8792,0.9267,0.8606,0.8745,0.934
subsample_10.csv,ft_transformer,50,0.8606,0.8599,0.8646,0.8462,0.8384,0.8722,0.8413,0.8325,0.918
subsample_8.csv,ft_transformer,75,0.8558,0.8673,0.913,0.8798,0.8826,0.9321,0.8606,0.8599,0.9298
subsample_3.csv,ft_transformer,90,0.875,0.8796,0.9022,0.8462,0.84,0.9262,0.851,0.8545,0.9143
subsample_1.csv,ft_transformer,10,0.8846,0.8889,0.91,0.8846,0.8857,0.9297,0.875,0.8738,0.9246
subsample_2.csv,ft_transformer,20,0.8558,0.8515,0.9159,0.8798,0.8826,0.9283,0.875,0.8738,0.9242
subsample_6.csv,ft_transformer,30,0.8654,0.8692,0.9235,0.8846,0.8909,0.9153,0.875,0.8785,0.9237
subsample_5.csv,ft_transformer,50,0.8365,0.8247,0.8873,0.8462,0.8384,0.9189,0.8606,0.8543,0.9166
subsample_4.csv,ft_transformer,75,0.8365,0.8534,0.9353,0.875,0.8785,0.91,0.8702,0.8778,0.9093
subsample_9.csv,ft_transformer,90,0.8846,0.8889,0.9275,0.8798,0.8815,0.9196,0.8702,0.8708,0.924
