samples,models,percentiles,mi_accuracy,mi_f1_score,mi_auc,mrmr_accuracy,mrmr_f1_score,mrmr_auc,mi_mrmr_accuracy,mi_mrmr_f1_score,mi_mrmr_auc
subsample_4_v2.csv,rfc,30,0.8835434638354346,0.8859278518037048,0.8835434638354345,0.8795620437956204,0.881797460110713,0.8795620437956204,0.8822163238221632,0.8845528455284553,0.8822163238221633
subsample_2_v2.csv,rfc,30,0.8725945587259456,0.8761290322580646,0.8725945587259456,0.8769077637690776,0.8797406807131282,0.8769077637690776,0.8755806237558063,0.8783652286733702,0.8755806237558063
subsample_7_v2.csv,xgbc,30,0.891506303915063,0.892751721876025,0.891506303915063,0.891506303915063,0.8925402563259942,0.891506303915063,0.8901791639017916,0.8913685592385954,0.8901791639017916
subsample_9_v2.csv,xgbc,30,0.8964830789648308,0.8970976253298153,0.8964830789648308,0.8954877239548772,0.8957298907646475,0.8954877239548772,0.893828798938288,0.8945286750164798,0.893828798938288
subsample_5_v2.csv,xgbc,30,0.8865295288652952,0.888015717092338,0.8865295288652953,0.8875248838752489,0.8891794704151683,0.887524883875249,0.8852023888520238,0.886482939632546,0.8852023888520238
subsample_1_v2.csv,xgbc,30,0.8898473788984738,0.8905013192612137,0.8898473788984738,0.8948241539482416,0.8954830201121002,0.8948241539482416,0.8905109489051095,0.8911609498680738,0.8905109489051095
subsample_10_v2.csv,xgbc,30,0.8918380889183809,0.8941558441558441,0.8918380889183809,0.882879893828799,0.8847535096310807,0.882879893828799,0.8812209688122097,0.8829300196206671,0.8812209688122097
subsample_3_v2.csv,xgbc,30,0.8908427339084274,0.8921665027859718,0.8908427339084273,0.891506303915063,0.8933811542223671,0.8915063039150631,0.8891838088918381,0.890920966688439,0.8891838088918381
subsample_6_v2.csv,xgbc,30,0.8881884538818845,0.890619928594612,0.8881884538818845,0.8848706038487061,0.8872278193045176,0.8848706038487061,0.8822163238221632,0.884852416477457,0.8822163238221633
subsample_8_v2.csv,xgbc,30,0.882879893828799,0.8841483426320972,0.882879893828799,0.887193098871931,0.8889614630960156,0.887193098871931,0.887193098871931,0.8885976408912188,0.887193098871931
subsample_4_v2.csv,xgbc,30,0.8988055739880557,0.9000982640026203,0.8988055739880557,0.8958195089581951,0.8969816272965879,0.8958195089581952,0.9011280690112807,0.9020381328073636,0.9011280690112807
subsample_2_v2.csv,xgbc,30,0.8901791639017916,0.8918654034629205,0.8901791639017915,0.8848706038487061,0.8869338546757901,0.884870603848706,0.8855341738553417,0.8873653281096964,0.8855341738553417
subsample_7_v2.csv,lgbm,30,0.8951559389515594,0.8967320261437909,0.8951559389515593,0.8968148639681487,0.898066207800721,0.8968148639681487,0.8958195089581951,0.897184020956123,0.8958195089581952
subsample_9_v2.csv,lgbm,30,0.9017916390179164,0.902567478604345,0.9017916390179164,0.8991373589913736,0.8996036988110965,0.8991373589913736,0.9024552090245521,0.9027134348113833,0.9024552090245521
subsample_5_v2.csv,lgbm,30,0.8878566688785667,0.8897586431833008,0.8878566688785666,0.8842070338420703,0.8864301985030915,0.8842070338420703,0.8898473788984738,0.8918566775244301,0.8898473788984738
subsample_1_v2.csv,lgbm,30,0.8908427339084274,0.8919540229885058,0.8908427339084273,0.8988055739880557,0.8997040447221308,0.8988055739880557,0.8988055739880557,0.8997040447221308,0.8988055739880557
subsample_10_v2.csv,lgbm,30,0.8865295288652952,0.8891769280622164,0.8865295288652952,0.8858659588586596,0.8880208333333334,0.8858659588586596,0.8848706038487061,0.8871544715447155,0.884870603848706
subsample_3_v2.csv,lgbm,30,0.8908427339084274,0.8926590538336052,0.8908427339084273,0.8944923689449237,0.8963494132985658,0.8944923689449237,0.8944923689449237,0.8964169381107492,0.8944923689449237
subsample_6_v2.csv,lgbm,30,0.8861977438619775,0.8889608287471673,0.8861977438619775,0.8835434638354346,0.8861498540382743,0.8835434638354346,0.8848706038487061,0.8875931324910916,0.8848706038487061
subsample_8_v2.csv,lgbm,30,0.8868613138686131,0.8888164329964134,0.8868613138686131,0.8848706038487061,0.8869338546757901,0.884870603848706,0.8885202388852024,0.8901960784313726,0.8885202388852025
subsample_4_v2.csv,lgbm,30,0.8958195089581951,0.8975864318330071,0.8958195089581951,0.8991373589913736,0.9008480104370515,0.8991373589913736,0.8944923689449237,0.8959424083769635,0.8944923689449237
subsample_2_v2.csv,lgbm,30,0.8865295288652952,0.888454011741683,0.8865295288652953,0.8861977438619775,0.8881643299641343,0.8861977438619775,0.8842070338420703,0.8861337683523653,0.8842070338420703
subsample_7_v2.csv,lr,50,0.8822163238221632,0.8817060979673441,0.8822163238221632,0.8798938287989383,0.8795741849634066,0.8798938287989383,0.8788984737889848,0.8785357737104825,0.8788984737889848
subsample_9_v2.csv,lr,50,0.8832116788321168,0.8823529411764706,0.8832116788321168,0.8838752488387525,0.8830995323981295,0.8838752488387525,0.8832116788321168,0.8822742474916387,0.8832116788321167
subsample_5_v2.csv,lr,50,0.8725945587259456,0.8730158730158729,0.8725945587259456,0.8725945587259456,0.8729318332230311,0.8725945587259456,0.8715992037159921,0.871981475355607,0.871599203715992
subsample_1_v2.csv,lr,50,0.8832116788321168,0.8818791946308724,0.8832116788321167,0.8842070338420703,0.8828465928163812,0.8842070338420703,0.882879893828799,0.8814242526032918,0.882879893828799
subsample_10_v2.csv,lr,50,0.8702720637027206,0.8703150912106136,0.8702720637027206,0.8735899137358991,0.8742159128425223,0.8735899137358991,0.8709356337093563,0.8713198809130003,0.8709356337093562
subsample_3_v2.csv,lr,50,0.8858659588586596,0.8859416445623342,0.8858659588586596,0.8795620437956204,0.8794420458319496,0.8795620437956204,0.8808891838088918,0.8807705081368317,0.8808891838088919
subsample_6_v2.csv,lr,50,0.8749170537491705,0.8755364806866953,0.8749170537491706,0.8749170537491705,0.8757006264424662,0.8749170537491705,0.8742534837425349,0.874793524942187,0.8742534837425349
subsample_8_v2.csv,lr,50,0.8788984737889848,0.8788582807832724,0.8788984737889848,0.8779031187790312,0.8778220451527226,0.8779031187790312,0.8765759787657598,0.8765759787657598,0.8765759787657599
subsample_4_v2.csv,lr,50,0.8788984737889848,0.8790188929400067,0.8788984737889848,0.8798938287989383,0.879973474801061,0.8798938287989382,0.8795620437956204,0.8794420458319496,0.8795620437956204
